smells_analysis,Sex, 18 mai 2018 16:12:20 BRT
Method,CALL,CALLED,CALLEDp,CDENS,CONTROL,ev(G),EXEC,EXP,IF_NEST,IMP,iv(G),LOC,LOOP,LOOP_NEST,NBD,NCLOC,NP,NTP,RLOC,STAT,v(G)
"org.apache.tools.ant.BuildListener.targetStarted(BuildEvent)",n/a,4,4,n/a,n/a,n/a,n/a,n/a,n/a,27,n/a,n/a,n/a,n/a,n/a,1,1,0,"11,11%",n/a,n/a
"org.apache.tools.ant.BuildListener.taskFinished(BuildEvent)",n/a,7,7,n/a,n/a,n/a,n/a,n/a,n/a,25,n/a,n/a,n/a,n/a,n/a,1,1,0,"12,35%",n/a,n/a
"org.apache.tools.ant.BuildListener.taskStarted(BuildEvent)",n/a,4,4,n/a,n/a,n/a,n/a,n/a,n/a,26,n/a,n/a,n/a,n/a,n/a,1,1,0,"11,11%",n/a,n/a
"org.apache.tools.ant.BuildLogger.setEmacsMode(boolean)",n/a,2,2,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,n/a,n/a,n/a,n/a,1,1,0,"15,22%",n/a,n/a
"org.apache.tools.ant.BuildLogger.setErrorPrintStream(PrintStream)",n/a,2,2,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,n/a,n/a,n/a,n/a,1,1,0,"15,22%",n/a,n/a
"org.apache.tools.ant.BuildLogger.setMessageOutputLevel(int)",n/a,2,2,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,n/a,n/a,n/a,n/a,1,1,0,"32,61%",n/a,n/a
"org.apache.tools.ant.BuildLogger.setOutputPrintStream(PrintStream)",n/a,2,2,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,n/a,n/a,n/a,n/a,1,1,0,"15,22%",n/a,n/a
"org.apache.tools.ant.ComponentHelper.ComponentHelper()",0,1,1,"0,00%",0,1,0,0,0,n/a,1,5,0,0,0,2,0,0,"0,51%",0,1
"org.apache.tools.ant.ComponentHelper.addDataTypeDefinition(AntTypeDefinition)",3,7,7,"33,33%",1,1,2,10,1,n/a,2,12,0,0,1,7,1,0,"1,21%",3,2
"org.apache.tools.ant.ComponentHelper.addDataTypeDefinition(String,Class<?>)",6,1,1,"0,00%",0,1,5,24,0,n/a,1,21,0,0,0,8,2,0,"2,13%",5,1
"org.apache.tools.ant.ComponentHelper.addTaskDefinition(String,Class<?>)",11,2,2,"0,00%",0,1,9,35,0,n/a,1,29,0,0,0,11,2,0,"2,94%",9,1
"org.apache.tools.ant.ComponentHelper.checkNamespace(String)",17,1,1,"22,22%",4,3,14,66,1,n/a,2,38,0,0,1,24,1,0,"3,85%",18,5
"org.apache.tools.ant.ComponentHelper.checkTaskClass(Class<?>)",13,3,3,"26,67%",4,3,11,60,1,n/a,5,36,0,0,1,22,1,0,"3,64%",15,5
"org.apache.tools.ant.ComponentHelper.createComponent(String)",2,5,5,"0,00%",0,1,2,12,0,n/a,2,12,0,0,0,4,1,0,"1,21%",2,2
"org.apache.tools.ant.ComponentHelper.createComponent(UnknownElement,String,String)",9,1,1,"11,11%",1,1,8,33,1,n/a,2,25,0,0,1,13,3,0,"2,53%",9,2
"org.apache.tools.ant.ComponentHelper.createDataType(String)",1,1,1,"0,00%",0,1,1,3,0,n/a,1,15,0,0,0,3,1,0,"1,52%",1,1
"org.apache.tools.ant.ComponentHelper.createNewTask(String)",9,2,2,"23,08%",3,4,10,55,1,n/a,3,32,0,0,1,19,1,0,"3,24%",13,5
"org.apache.tools.ant.ComponentHelper.createTask(String)",4,1,1,"20,00%",1,1,4,21,1,n/a,3,24,0,0,1,8,1,0,"2,43%",5,3
"org.apache.tools.ant.ComponentHelper.diagnoseCreationFailure(String,String)",58,2,2,"12,79%",11,1,75,304,3,n/a,16,135,0,0,3,120,2,0,"13,66%",86,17
"org.apache.tools.ant.ComponentHelper.enterAntLib(String)",1,1,1,"0,00%",0,1,2,7,0,n/a,1,8,0,0,0,4,1,0,"0,81%",2,1
"org.apache.tools.ant.ComponentHelper.exitAntLib()",3,1,1,"0,00%",0,1,2,17,0,n/a,2,7,0,0,0,4,0,0,"0,71%",2,2
"org.apache.tools.ant.ComponentHelper.findTypeMatches(String)",5,1,1,"50,00%",3,1,3,16,1,n/a,3,17,1,1,3,11,1,0,"1,72%",6,3
"org.apache.tools.ant.ComponentHelper.getAntTypeTable()",0,0,0,"0,00%",0,1,1,1,0,n/a,1,10,0,0,0,3,0,0,"1,01%",1,1
"org.apache.tools.ant.ComponentHelper.getCheckedNamespace()",1,1,1,"0,00%",0,1,2,6,0,n/a,1,8,0,0,0,5,0,0,"0,81%",2,1
"org.apache.tools.ant.ComponentHelper.getClassLoader(ClassLoader)",4,2,2,"25,00%",1,1,3,23,1,n/a,3,8,0,0,1,8,1,0,"0,81%",4,3
"org.apache.tools.ant.ComponentHelper.getComponentClass(String)",2,2,2,"0,00%",0,1,2,12,0,n/a,2,12,0,0,0,4,1,0,"1,21%",2,2
"org.apache.tools.ant.ComponentHelper.getComponentHelper(Project)",4,27,27,"22,22%",2,3,7,26,1,n/a,1,20,0,0,1,13,1,0,"2,02%",9,3
"org.apache.tools.ant.ComponentHelper.getCurrentAntlibUri()",0,1,1,"0,00%",0,1,1,1,0,n/a,1,6,0,0,0,3,0,0,"0,61%",1,1
"org.apache.tools.ant.ComponentHelper.getDataTypeDefinitions()",9,1,1,"58,33%",7,4,5,39,2,n/a,4,27,1,1,5,20,0,0,"2,73%",12,5
"org.apache.tools.ant.ComponentHelper.getDefaultDefinitions(boolean)",6,2,2,"20,00%",3,3,12,51,2,n/a,2,33,0,0,3,24,1,0,"3,34%",15,7
"org.apache.tools.ant.ComponentHelper.getDefinition(String)",2,6,6,"0,00%",0,1,2,7,0,n/a,1,9,0,0,0,4,1,0,"0,91%",2,1
"org.apache.tools.ant.ComponentHelper.getElementName(Object)",1,1,1,"0,00%",0,1,1,4,0,n/a,1,15,0,0,0,3,1,0,"1,52%",1,1
"org.apache.tools.ant.ComponentHelper.getElementName(Object,boolean)",9,2,2,"37,50%",3,3,5,40,1,n/a,4,29,1,1,3,14,2,0,"2,94%",8,5
"org.apache.tools.ant.ComponentHelper.getElementName(Project,Object,boolean)",5,1,1,"33,33%",1,1,2,26,1,n/a,3,17,0,0,1,7,3,0,"1,72%",3,3
"org.apache.tools.ant.ComponentHelper.getNext()",0,0,0,"0,00%",0,1,1,1,0,n/a,1,8,0,0,0,3,0,0,"0,81%",1,1
"org.apache.tools.ant.ComponentHelper.getProject()",0,2,2,"0,00%",0,1,1,1,0,n/a,1,7,0,0,0,3,0,0,"0,71%",1,1
"org.apache.tools.ant.ComponentHelper.getRestrictedDefinition()",6,1,1,"37,50%",3,1,5,21,0,n/a,2,17,1,1,3,13,0,0,"1,72%",8,2
"org.apache.tools.ant.ComponentHelper.getRestrictedDefinitions(String)",1,2,2,"50,00%",1,1,1,5,0,n/a,1,14,0,0,1,5,1,0,"1,42%",2,1
"org.apache.tools.ant.ComponentHelper.getTaskDefinitions()",9,1,1,"58,33%",7,4,5,38,2,n/a,4,28,1,1,5,20,0,0,"2,83%",12,5
"org.apache.tools.ant.ComponentHelper.getUnmappedElementName(Class<?>,boolean)",4,2,2,"25,00%",1,2,3,16,1,n/a,2,7,0,0,1,7,2,0,"0,71%",4,2
"org.apache.tools.ant.ComponentHelper.initDefaultDefinitions()",4,2,2,"0,00%",0,1,3,8,0,n/a,1,10,0,0,0,5,0,0,"1,01%",3,1
"org.apache.tools.ant.ComponentHelper.initSubProject(ComponentHelper)",8,1,1,"40,00%",4,1,6,33,0,n/a,2,25,1,1,2,17,1,0,"2,53%",10,2
"org.apache.tools.ant.ComponentHelper.initTasks()",13,1,1,"7,69%",1,1,12,46,0,n/a,2,19,1,1,1,16,0,0,"1,92%",13,2
"org.apache.tools.ant.ComponentHelper.initTypes()",11,1,1,"9,09%",1,1,10,38,0,n/a,2,17,1,1,1,14,0,0,"1,72%",11,2
"org.apache.tools.ant.ComponentHelper.printClassNotFound(PrintWriter,String,boolean,String)",7,1,1,"12,50%",1,1,7,32,1,n/a,2,16,0,0,1,13,4,0,"1,62%",8,2
"org.apache.tools.ant.ComponentHelper.printNotLoadDependentClass(PrintWriter,boolean,NoClassDefFoundError,String)",8,1,1,"12,50%",1,1,7,33,1,n/a,2,18,0,0,1,15,4,0,"1,82%",8,2
"org.apache.tools.ant.ComponentHelper.printUnknownDefinition(PrintWriter,String,String)",19,1,1,"20,00%",4,1,16,81,3,n/a,5,31,1,1,3,28,3,0,"3,14%",20,5
"org.apache.tools.ant.ComponentHelper.sameDefinition(AntTypeDefinition,AntTypeDefinition)",3,1,1,"0,00%",0,1,3,20,0,n/a,3,12,0,0,0,5,2,0,"1,21%",3,3
"org.apache.tools.ant.ComponentHelper.setNext(ComponentHelper)",0,0,0,"0,00%",0,1,1,4,0,n/a,1,8,0,0,0,3,1,0,"0,81%",1,1
"org.apache.tools.ant.ComponentHelper.setProject(Project)",0,1,1,"0,00%",0,1,1,4,0,n/a,1,9,0,0,0,3,1,0,"0,91%",1,1
"org.apache.tools.ant.ComponentHelper.updateDataTypeDefinition(AntTypeDefinition)",10,3,3,"23,08%",3,3,10,72,2,n/a,3,25,0,0,3,20,1,0,"2,53%",13,6
"org.apache.tools.ant.ComponentHelper.updateRestrictedDefinition(AntTypeDefinition)",12,1,1,"40,00%",6,3,9,47,1,n/a,4,27,1,1,3,21,1,0,"2,73%",15,4
"org.apache.tools.ant.ComponentHelper.validDefinition(AntTypeDefinition)",2,2,2,"0,00%",0,1,1,15,0,n/a,2,9,0,0,0,3,1,0,"0,91%",1,2
"org.apache.tools.ant.DefaultDefinitions.DefaultDefinitions(ComponentHelper)",0,1,1,"0,00%",0,1,1,4,0,n/a,1,7,0,0,0,3,1,0,"14,29%",1,1
"org.apache.tools.ant.DefaultDefinitions.attributeNamespaceDef(String)",9,2,2,"0,00%",0,1,6,27,0,n/a,1,8,0,0,0,8,1,0,"16,33%",6,1
"org.apache.tools.ant.DefaultDefinitions.componentDef(String,String,String)",10,2,2,"0,00%",0,1,7,33,0,n/a,1,9,0,0,0,9,3,0,"18,37%",7,1
"org.apache.tools.ant.DefaultDefinitions.execute()",5,1,1,"0,00%",0,1,5,18,0,n/a,1,10,0,0,0,7,0,0,"20,41%",5,1
"org.apache.tools.ant.DefaultDefinitions.ifUnlessDef(String,String)",2,3,3,"0,00%",0,1,3,16,0,n/a,1,5,0,0,0,5,2,0,"10,20%",3,1
"org.apache.tools.ant.DefaultLogger.DefaultLogger()",0,7,3,"0,00%",0,1,0,0,0,n/a,1,5,0,0,0,2,0,0,"1,58%",0,1
"org.apache.tools.ant.DefaultLogger.buildFinished(BuildEvent)",19,8,8,"11,76%",2,1,15,80,1,n/a,3,31,0,0,1,23,1,0,"9,78%",17,3
"org.apache.tools.ant.DefaultLogger.buildStarted(BuildEvent)",1,3,3,"0,00%",0,1,1,5,0,n/a,1,8,0,0,0,3,1,0,"2,52%",1,1
"org.apache.tools.ant.DefaultLogger.extractProjectName(BuildEvent)",2,2,2,"0,00%",0,1,2,12,0,n/a,2,10,0,0,0,4,1,0,"3,15%",2,2
"org.apache.tools.ant.DefaultLogger.formatTime(long)",1,4,4,"0,00%",0,1,1,4,0,n/a,1,12,0,0,0,3,1,0,"3,79%",1,1
"org.apache.tools.ant.DefaultLogger.getBuildFailedMessage()",0,3,3,"0,00%",0,1,1,1,0,n/a,1,8,0,0,0,3,0,0,"2,52%",1,1
"org.apache.tools.ant.DefaultLogger.getBuildSuccessfulMessage()",0,3,3,"0,00%",0,1,1,1,0,n/a,1,8,0,0,0,3,0,0,"2,52%",1,1
"org.apache.tools.ant.DefaultLogger.getTimestamp()",4,4,4,"0,00%",0,1,4,16,0,n/a,1,11,0,0,0,6,0,0,"3,47%",4,1
"org.apache.tools.ant.DefaultLogger.log(String)",0,5,5,"0,00%",0,1,0,0,0,n/a,1,8,0,0,0,2,1,0,"2,52%",0,1
"org.apache.tools.ant.DefaultLogger.messageLogged(BuildEvent)",32,13,11,"27,50%",11,6,29,152,4,n/a,12,68,2,1,6,56,1,0,"21,45%",40,13
"org.apache.tools.ant.DefaultLogger.printMessage(String,PrintStream,int)",1,10,10,"0,00%",0,1,1,4,0,n/a,1,15,0,0,0,5,3,0,"4,73%",1,1
"org.apache.tools.ant.DefaultLogger.setEmacsMode(boolean)",0,2,2,"0,00%",0,1,1,4,0,n/a,1,9,0,0,0,3,1,0,"2,84%",1,1
"org.apache.tools.ant.DefaultLogger.setErrorPrintStream(PrintStream)",1,5,3,"0,00%",0,1,1,6,0,n/a,1,9,0,0,0,3,1,0,"2,84%",1,1
"org.apache.tools.ant.DefaultLogger.setMessageOutputLevel(int)",0,5,3,"0,00%",0,1,1,4,0,n/a,1,19,0,0,0,3,1,0,"5,99%",1,1
"org.apache.tools.ant.DefaultLogger.setOutputPrintStream(PrintStream)",1,5,3,"0,00%",0,1,1,6,0,n/a,1,9,0,0,0,3,1,0,"2,84%",1,1
"org.apache.tools.ant.DefaultLogger.targetFinished(BuildEvent)",0,6,6,"0,00%",0,1,0,0,0,n/a,1,7,0,0,0,2,1,0,"2,21%",0,1
"org.apache.tools.ant.DefaultLogger.targetStarted(BuildEvent)",8,4,4,"25,00%",1,1,3,33,1,n/a,3,16,0,0,1,9,1,0,"5,05%",4,3
"org.apache.tools.ant.DefaultLogger.taskFinished(BuildEvent)",0,7,7,"0,00%",0,1,0,0,0,n/a,1,7,0,0,0,2,1,0,"2,21%",0,1
"org.apache.tools.ant.DefaultLogger.taskStarted(BuildEvent)",0,5,5,"0,00%",0,1,0,0,0,n/a,1,7,0,0,0,2,1,0,"2,21%",0,1
"org.apache.tools.ant.DefaultLogger.throwableMessage(StringBuffer,Throwable,boolean)",12,1,1,"46,15%",6,4,7,55,1,n/a,4,21,1,1,2,21,3,0,"6,62%",13,6
"org.apache.tools.ant.DemuxInputStream.DemuxInputStream(Project)",0,1,1,"0,00%",0,1,1,4,0,n/a,1,8,0,0,0,3,1,0,"17,78%",1,1
"org.apache.tools.ant.DemuxInputStream.read()",1,48,33,"25,00%",1,2,3,16,1,n/a,1,12,0,0,1,7,0,0,"26,67%",4,2
"org.apache.tools.ant.DemuxInputStream.read(byte[],int,int)",1,16,16,"0,00%",0,1,1,6,0,n/a,1,11,0,0,0,3,3,0,"24,44%",1,1
"org.apache.tools.ant.DemuxOutputStream.DemuxOutputStream(Project,boolean)",0,4,2,"0,00%",0,1,2,8,0,n/a,1,14,0,0,0,4,2,0,"6,93%",2,1
"org.apache.tools.ant.DemuxOutputStream.close()",2,32,31,"0,00%",0,1,2,4,0,n/a,1,11,0,0,0,4,0,0,"5,45%",2,1
"org.apache.tools.ant.DemuxOutputStream.flush()",3,32,31,"33,33%",1,1,2,12,1,n/a,2,12,0,0,1,6,0,0,"5,94%",3,2
"org.apache.tools.ant.DemuxOutputStream.getBufferInfo()",5,3,3,"12,50%",1,1,7,29,1,n/a,2,16,0,0,1,11,0,0,"7,92%",8,2
"org.apache.tools.ant.DemuxOutputStream.processBuffer(ByteArrayOutputStream)",3,3,3,"0,00%",0,1,3,10,0,n/a,1,13,0,0,0,5,1,0,"6,44%",3,1
"org.apache.tools.ant.DemuxOutputStream.processFlush(ByteArrayOutputStream)",3,1,1,"0,00%",0,1,3,10,0,n/a,1,13,0,0,0,5,1,0,"6,44%",3,1
"org.apache.tools.ant.DemuxOutputStream.removeBuffer()",2,1,1,"0,00%",0,1,2,7,0,n/a,1,7,0,0,0,4,0,0,"3,47%",2,1
"org.apache.tools.ant.DemuxOutputStream.resetBufferInfo()",4,2,2,"16,67%",1,1,5,20,0,n/a,1,14,0,0,1,10,0,0,"6,93%",6,2
"org.apache.tools.ant.DemuxOutputStream.write(byte[],int,int)",3,12,12,"25,00%",4,1,12,67,1,n/a,4,33,3,2,2,22,3,0,"16,34%",16,9
"org.apache.tools.ant.DemuxOutputStream.write(int)",7,25,25,"27,27%",3,1,8,48,2,n/a,5,27,0,0,2,17,1,0,"13,37%",11,5
"org.apache.tools.ant.Diagnostics.Diagnostics()",0,0,0,"0,00%",0,1,0,0,0,n/a,1,4,0,0,0,2,0,0,"0,66%",0,1
"org.apache.tools.ant.Diagnostics.doReport(PrintStream)",1,1,1,"0,00%",0,1,1,5,0,n/a,1,7,0,0,0,3,1,0,"1,15%",1,1
"org.apache.tools.ant.Diagnostics.doReport(PrintStream,int)",30,2,2,"0,00%",0,1,27,106,0,n/a,1,36,0,0,0,30,2,0,"5,92%",27,1
"org.apache.tools.ant.Diagnostics.doReportAntHomeLibraries(PrintStream)",4,1,1,"0,00%",0,1,3,18,0,n/a,1,9,0,0,0,5,1,0,"1,48%",3,1
"org.apache.tools.ant.Diagnostics.doReportAntProperties(PrintStream)",16,1,1,"0,00%",0,1,9,88,0,n/a,1,19,0,0,0,15,1,0,"3,12%",9,4
"org.apache.tools.ant.Diagnostics.doReportLocale(PrintStream)",14,1,1,"0,00%",0,1,3,74,0,n/a,1,18,0,0,0,13,1,0,"2,96%",3,1
"org.apache.tools.ant.Diagnostics.doReportParserInfo(PrintStream)",6,1,1,"0,00%",0,1,4,18,0,n/a,1,11,0,0,0,7,1,0,"1,81%",4,1
"org.apache.tools.ant.Diagnostics.doReportProxy(PrintStream)",22,1,1,"8,33%",2,2,22,103,1,n/a,1,42,0,0,1,32,1,0,"6,91%",24,6
"org.apache.tools.ant.Diagnostics.doReportSystemProperties(PrintStream)",8,1,1,"18,18%",2,1,9,33,0,n/a,3,20,1,1,1,16,1,0,"3,29%",11,3
"org.apache.tools.ant.Diagnostics.doReportTasksAvailability(PrintStream)",20,1,1,"23,81%",5,1,16,85,2,n/a,8,44,1,1,4,36,1,0,"7,24%",21,8
"org.apache.tools.ant.Diagnostics.doReportTempDir(PrintStream)",32,1,1,"16,00%",8,3,42,181,1,n/a,10,73,2,1,2,64,1,0,"12,01%",50,11
"org.apache.tools.ant.Diagnostics.doReportUserHomeLibraries(PrintStream)",5,1,1,"0,00%",0,1,5,22,0,n/a,1,12,0,0,0,7,1,0,"1,97%",5,1
"org.apache.tools.ant.Diagnostics.doReportWhich(PrintStream)",9,1,1,"16,67%",2,1,10,53,1,n/a,5,25,0,0,1,20,1,0,"4,11%",12,6
"org.apache.tools.ant.Diagnostics.doReportXSLTProcessorInfo(PrintStream)",3,1,1,"0,00%",0,1,3,10,0,n/a,1,9,0,0,0,5,1,0,"1,48%",3,1
"org.apache.tools.ant.Diagnostics.getClassLocation(Class<?>)",5,4,4,"33,33%",1,2,2,15,1,n/a,1,11,0,0,1,6,1,0,"1,81%",3,2
"org.apache.tools.ant.Diagnostics.getImplementationVersion(Class<?>)",2,1,1,"0,00%",0,1,1,5,0,n/a,1,9,0,0,0,3,1,0,"1,48%",1,1
"org.apache.tools.ant.Diagnostics.getNamespaceParserLocation()",5,1,1,"16,67%",1,1,5,20,0,n/a,3,11,0,0,1,10,0,0,"1,81%",6,3
"org.apache.tools.ant.Diagnostics.getNamespaceParserName()",4,1,1,"20,00%",1,1,4,12,0,n/a,2,10,0,0,1,9,0,0,"1,64%",5,2
"org.apache.tools.ant.Diagnostics.getProperty(String)",1,2,2,"20,00%",1,1,4,10,0,n/a,1,16,0,0,1,9,1,0,"2,63%",5,2
"org.apache.tools.ant.Diagnostics.getSAXParser()",3,2,2,"25,00%",2,2,6,17,1,n/a,2,18,0,0,1,13,0,0,"2,96%",8,3
"org.apache.tools.ant.Diagnostics.getXMLParserLocation()",4,1,1,"20,00%",1,2,4,19,1,n/a,2,12,0,0,1,8,0,0,"1,97%",5,3
"org.apache.tools.ant.Diagnostics.getXMLParserName()",3,1,1,"20,00%",1,2,4,12,1,n/a,1,13,0,0,1,8,0,0,"2,14%",5,2
"org.apache.tools.ant.Diagnostics.getXSLTProcessor()",3,2,2,"25,00%",2,2,6,17,1,n/a,2,18,0,0,1,13,0,0,"2,96%",8,3
"org.apache.tools.ant.Diagnostics.getXSLTProcessorLocation()",4,1,1,"20,00%",1,2,4,19,1,n/a,2,12,0,0,1,8,0,0,"1,97%",5,3
"org.apache.tools.ant.Diagnostics.getXSLTProcessorName()",3,1,1,"20,00%",1,2,4,12,1,n/a,1,13,0,0,1,8,0,0,"2,14%",5,2
"org.apache.tools.ant.Diagnostics.header(PrintStream,String)",5,12,12,"0,00%",0,1,5,19,0,n/a,1,7,0,0,0,7,2,0,"1,15%",5,1
"org.apache.tools.ant.Diagnostics.ignoreThrowable(Throwable)",0,7,7,"0,00%",0,1,0,0,0,n/a,1,7,0,0,0,2,1,0,"1,15%",0,1
"org.apache.tools.ant.Diagnostics.isOptionalAvailable()",0,0,0,"0,00%",0,1,1,1,0,n/a,1,8,0,0,0,3,0,0,"1,32%",1,1
"org.apache.tools.ant.Diagnostics.listJarFiles(File)",3,2,2,"0,00%",0,1,4,10,0,n/a,1,3,0,0,2,9,1,0,"2,30%",4,1
"org.apache.tools.ant.Diagnostics.listLibraries()",3,1,1,"20,00%",1,2,4,15,1,n/a,1,14,0,0,1,8,0,0,"2,30%",5,2
"org.apache.tools.ant.Diagnostics.main(String[])",1,1,1,"0,00%",0,1,1,4,0,n/a,1,7,0,0,0,3,1,0,"1,15%",1,1
"org.apache.tools.ant.Diagnostics.printLibraries(File[],PrintStream)",4,2,2,"28,57%",2,2,5,30,1,n/a,3,14,1,1,1,9,2,0,"2,30%",7,3
"org.apache.tools.ant.Diagnostics.printParserInfo(PrintStream,String,String,String)",2,3,3,"33,33%",2,1,4,26,1,n/a,1,11,0,0,1,11,4,0,"1,81%",6,3
"org.apache.tools.ant.Diagnostics.printProperty(PrintStream,String)",6,16,16,"14,29%",1,1,6,26,1,n/a,2,16,0,0,1,10,2,0,"2,63%",7,2
"org.apache.tools.ant.Diagnostics.validateVersion()",0,0,0,"0,00%",0,1,0,0,0,n/a,1,6,0,0,0,2,0,0,"0,99%",0,1
"org.apache.tools.ant.DirectoryScanner.DirectoryScanner()",0,40,8,"0,00%",0,1,0,0,0,n/a,1,5,0,0,0,2,0,0,"0,29%",0,1
"org.apache.tools.ant.DirectoryScanner.accountForIncludedDir(TokenizedPath,File,boolean)",4,1,1,"33,33%",1,1,2,21,1,n/a,4,14,0,0,1,7,3,0,"0,82%",3,4
"org.apache.tools.ant.DirectoryScanner.accountForIncludedDir(TokenizedPath,File,boolean,String[],LinkedList<String>)",4,1,1,"33,33%",1,1,2,23,1,n/a,4,9,0,0,1,9,5,0,"0,53%",3,4
"org.apache.tools.ant.DirectoryScanner.accountForIncludedFile(TokenizedPath,File)",1,2,2,"0,00%",0,1,1,7,0,n/a,1,9,0,0,0,4,2,0,"0,53%",1,1
"org.apache.tools.ant.DirectoryScanner.accountForNotFollowedSymlink(String,File)",2,1,1,"0,00%",0,1,1,5,0,n/a,1,3,0,0,0,3,2,0,"0,18%",1,1
"org.apache.tools.ant.DirectoryScanner.accountForNotFollowedSymlink(TokenizedPath,File)",7,2,2,"50,00%",1,1,1,28,1,n/a,6,8,0,0,1,8,2,0,"0,47%",2,6
"org.apache.tools.ant.DirectoryScanner.addDefaultExclude(String)",1,1,1,"50,00%",1,1,1,5,0,n/a,1,15,0,0,1,5,1,0,"0,88%",2,1
"org.apache.tools.ant.DirectoryScanner.addDefaultExcludes()",4,6,5,"18,18%",2,1,9,56,1,n/a,3,18,1,1,1,15,0,0,"1,05%",11,4
"org.apache.tools.ant.DirectoryScanner.addExcludes(String[])",3,1,1,"30,00%",3,1,7,63,2,n/a,4,30,1,1,3,17,1,0,"1,75%",10,6
"org.apache.tools.ant.DirectoryScanner.causesIllegalSymlinkLoop(String,File,LinkedList<String>)",14,1,1,"31,25%",5,5,11,73,3,n/a,7,42,1,1,5,31,3,0,"2,46%",16,9
"org.apache.tools.ant.DirectoryScanner.checkIncludePatterns()",52,1,1,"44,44%",24,8,30,259,5,n/a,31,108,3,1,7,93,0,0,"6,32%",54,36
"org.apache.tools.ant.DirectoryScanner.clearCaches()",2,2,2,"0,00%",0,1,5,15,0,n/a,1,12,0,0,0,7,0,0,"0,70%",5,1
"org.apache.tools.ant.DirectoryScanner.clearResults()",10,1,1,"0,00%",0,1,11,36,0,n/a,1,16,0,0,0,13,0,0,"0,94%",11,1
"org.apache.tools.ant.DirectoryScanner.contentsExcluded(TokenizedPath)",4,5,5,"33,33%",2,3,4,27,1,n/a,3,15,1,1,2,10,1,0,"0,88%",6,4
"org.apache.tools.ant.DirectoryScanner.couldHoldIncluded(String)",2,4,4,"0,00%",0,1,1,4,0,n/a,1,11,0,0,0,3,1,0,"0,64%",1,1
"org.apache.tools.ant.DirectoryScanner.couldHoldIncluded(TokenizedPath)",7,6,6,"40,00%",4,5,6,32,1,n/a,3,23,2,1,2,15,1,0,"1,35%",10,5
"org.apache.tools.ant.DirectoryScanner.couldHoldIncluded(TokenizedPath,TokenizedPattern)",5,2,2,"0,00%",0,1,1,16,0,n/a,3,14,0,0,0,6,2,0,"0,82%",1,3
"org.apache.tools.ant.DirectoryScanner.ensureNonPatternSetsReady()",2,4,4,"25,00%",1,1,3,17,1,n/a,2,13,0,0,1,7,0,0,"0,76%",4,2
"org.apache.tools.ant.DirectoryScanner.fillNonPatternSet(Map<String, TokenizedPath>,String[])",10,2,2,"22,22%",2,1,7,48,1,n/a,4,21,1,1,2,13,2,0,"1,23%",9,4
"org.apache.tools.ant.DirectoryScanner.getBasedir()",0,14,14,"0,00%",0,1,1,1,0,n/a,1,9,0,0,0,3,0,0,"0,53%",1,1
"org.apache.tools.ant.DirectoryScanner.getDefaultExcludes()",2,6,3,"50,00%",1,1,1,8,0,n/a,1,15,0,0,1,6,0,0,"0,88%",2,1
"org.apache.tools.ant.DirectoryScanner.getDeselectedDirectories()",3,0,0,"0,00%",0,1,4,11,0,n/a,1,17,0,0,0,6,0,0,"0,99%",4,1
"org.apache.tools.ant.DirectoryScanner.getDeselectedFiles()",3,0,0,"0,00%",0,1,4,11,0,n/a,1,17,0,0,0,6,0,0,"0,99%",4,1
"org.apache.tools.ant.DirectoryScanner.getExcludedDirectories()",3,2,1,"0,00%",0,1,4,11,0,n/a,1,17,0,0,0,6,0,0,"0,99%",4,1
"org.apache.tools.ant.DirectoryScanner.getExcludedFiles()",3,2,1,"0,00%",0,1,4,11,0,n/a,1,17,0,0,0,6,0,0,"0,99%",4,1
"org.apache.tools.ant.DirectoryScanner.getIncludedDirectories()",4,27,22,"25,00%",2,2,6,21,1,n/a,1,20,0,0,2,12,0,0,"1,17%",8,2
"org.apache.tools.ant.DirectoryScanner.getIncludedDirsCount()",2,9,8,"33,33%",1,2,2,8,1,n/a,1,11,0,0,1,6,0,0,"0,64%",3,2
"org.apache.tools.ant.DirectoryScanner.getIncludedFiles()",4,60,51,"25,00%",2,2,6,21,1,n/a,1,20,0,0,2,12,0,0,"1,17%",8,2
"org.apache.tools.ant.DirectoryScanner.getIncludedFilesCount()",2,9,8,"33,33%",1,2,2,8,1,n/a,1,11,0,0,1,6,0,0,"0,64%",3,2
"org.apache.tools.ant.DirectoryScanner.getNotFollowedSymlinks()",3,1,1,"20,00%",1,1,4,15,0,n/a,1,18,0,0,1,9,0,0,"1,05%",5,1
"org.apache.tools.ant.DirectoryScanner.getNotIncludedDirectories()",3,1,1,"0,00%",0,1,4,11,0,n/a,1,16,0,0,0,6,0,0,"0,94%",4,1
"org.apache.tools.ant.DirectoryScanner.getNotIncludedFiles()",3,1,1,"0,00%",0,1,4,11,0,n/a,1,16,0,0,0,6,0,0,"0,94%",4,1
"org.apache.tools.ant.DirectoryScanner.getResource(String)",1,6,6,"0,00%",0,1,1,3,0,n/a,1,10,0,0,0,3,1,0,"0,58%",1,1
