Complexity metrics,Seg, 11 dez 2017 18:53:32 BRST
Method,ev(G),iv(G),v(G)
"org.apache.nutch.tools.CommonCrawlFormatJackson.generateJson()",1,1,1
"org.apache.nutch.tools.CommonCrawlFormatJackson.startArray(String,boolean,boolean)",1,2,2
"org.apache.nutch.tools.CommonCrawlFormatJackson.startObject(String)",1,2,2
"org.apache.nutch.tools.CommonCrawlFormatJackson.writeArrayValue(String)",1,1,1
"org.apache.nutch.tools.CommonCrawlFormatJackson.writeKeyNull(String)",1,1,1
"org.apache.nutch.tools.CommonCrawlFormatJackson.writeKeyValue(String,String)",1,1,1
"org.apache.nutch.tools.CommonCrawlFormatJettinson.CommonCrawlFormatJettinson(String,Content,Metadata,Configuration,CommonCrawlConfig)",1,1,1
"org.apache.nutch.tools.CommonCrawlFormatJettinson.closeArray(String,boolean,boolean)",1,4,4
"org.apache.nutch.tools.CommonCrawlFormatJettinson.closeObject(String)",1,3,3
"org.apache.nutch.tools.CommonCrawlFormatJettinson.generateJson()",1,2,2
"org.apache.nutch.tools.CommonCrawlFormatJettinson.startArray(String,boolean,boolean)",1,1,1
"org.apache.nutch.tools.CommonCrawlFormatJettinson.startObject(String)",1,1,1
"org.apache.nutch.tools.CommonCrawlFormatJettinson.writeArrayValue(String)",1,2,2
"org.apache.nutch.tools.CommonCrawlFormatJettinson.writeKeyNull(String)",1,2,2
"org.apache.nutch.tools.CommonCrawlFormatJettinson.writeKeyValue(String,String)",1,2,2
"org.apache.nutch.tools.CommonCrawlFormatSimple.CommonCrawlFormatSimple(String,Content,Metadata,Configuration,CommonCrawlConfig)",1,1,1
"org.apache.nutch.tools.CommonCrawlFormatSimple.closeArray(String,boolean,boolean)",1,4,5
"org.apache.nutch.tools.CommonCrawlFormatSimple.closeObject(String)",1,2,2
"org.apache.nutch.tools.CommonCrawlFormatSimple.generateJson()",1,1,1
"org.apache.nutch.tools.CommonCrawlFormatSimple.printTabs()",1,2,2
"org.apache.nutch.tools.CommonCrawlFormatSimple.quote(String)",3,7,18
"org.apache.nutch.tools.CommonCrawlFormatSimple.startArray(String,boolean,boolean)",1,1,4
"org.apache.nutch.tools.CommonCrawlFormatSimple.startObject(String)",1,1,2
"org.apache.nutch.tools.CommonCrawlFormatSimple.writeArrayValue(String)",1,1,1
"org.apache.nutch.tools.CommonCrawlFormatSimple.writeKeyNull(String)",1,1,1
"org.apache.nutch.tools.CommonCrawlFormatSimple.writeKeyValue(String,String)",1,1,1
"org.apache.nutch.tools.CommonCrawlFormatWARC.CommonCrawlFormatWARC(Configuration,CommonCrawlConfig)",2,2,3
"org.apache.nutch.tools.CommonCrawlFormatWARC.CommonCrawlFormatWARC(String,Content,Metadata,Configuration,CommonCrawlConfig,ParseData)",2,2,3
"org.apache.nutch.tools.CommonCrawlFormatWARC.close()",2,2,3
"org.apache.nutch.tools.CommonCrawlFormatWARC.closeArray(String,boolean,boolean)",1,1,1
"org.apache.nutch.tools.CommonCrawlFormatWARC.closeObject(String)",1,1,1
"org.apache.nutch.tools.CommonCrawlFormatWARC.generateJson()",1,1,1
"org.apache.nutch.tools.CommonCrawlFormatWARC.getJsonData()",1,4,5
"org.apache.nutch.tools.CommonCrawlFormatWARC.getJsonData(String,Content,Metadata,ParseData)",1,1,1
"org.apache.nutch.tools.CommonCrawlFormatWARC.startArray(String,boolean,boolean)",1,1,1
"org.apache.nutch.tools.CommonCrawlFormatWARC.startObject(String)",1,1,1
"org.apache.nutch.tools.CommonCrawlFormatWARC.writeArrayValue(String)",1,1,1
"org.apache.nutch.tools.CommonCrawlFormatWARC.writeKeyNull(String)",1,1,1
"org.apache.nutch.tools.CommonCrawlFormatWARC.writeKeyValue(String,String)",1,1,1
"org.apache.nutch.tools.CommonCrawlFormatWARC.writeRequest(URI)",1,2,2
"org.apache.nutch.tools.CommonCrawlFormatWARC.writeResponse()",1,5,5
"org.apache.nutch.tools.DmozParser.RDFProcessor.RDFProcessor(XMLReader,int,boolean,int,Pattern)",1,2,2
"org.apache.nutch.tools.DmozParser.RDFProcessor.characters(char[],int,int)",1,3,3
"org.apache.nutch.tools.DmozParser.RDFProcessor.endDocument()",1,1,1
"org.apache.nutch.tools.DmozParser.RDFProcessor.endElement(String,String,String)",1,6,7
"org.apache.nutch.tools.DmozParser.RDFProcessor.error(SAXParseException)",1,2,2
"org.apache.nutch.tools.DmozParser.RDFProcessor.errorError(SAXParseException)",1,2,2
"org.apache.nutch.tools.DmozParser.RDFProcessor.setDocumentLocator(Locator)",1,1,1
"org.apache.nutch.tools.DmozParser.RDFProcessor.startDocument()",1,1,1
"org.apache.nutch.tools.DmozParser.RDFProcessor.startElement(String,String,String,Attributes)",6,8,12
"org.apache.nutch.tools.DmozParser.RDFProcessor.warning(SAXParseException)",1,2,2
"org.apache.nutch.tools.DmozParser.XMLCharFilter.XMLCharFilter(Reader)",1,1,1
"org.apache.nutch.tools.DmozParser.XMLCharFilter.read()",1,4,6
"org.apache.nutch.tools.DmozParser.XMLCharFilter.read(char[],int,int)",1,3,8
"org.apache.nutch.tools.DmozParser.addTopicsFromFile(String,Vector<String>)",1,4,4
"org.apache.nutch.tools.DmozParser.main(String[])",2,10,10
"org.apache.nutch.tools.DmozParser.parseDmozFile(File,int,boolean,int,Pattern)",1,3,3
"org.apache.nutch.tools.FileDumper.collectStats(Map<String, Integer>,String)",1,2,2
"org.apache.nutch.tools.FileDumper.dump(File,File,String[],boolean,boolean)",4,23,27
"org.apache.nutch.tools.FileDumper.main(String[])",5,8,9
"org.apache.nutch.tools.FreeGenerator.FG.configure(JobConf)",1,1,3
"org.apache.nutch.tools.FreeGenerator.FG.map(WritableComparable<?>,Text,OutputCollector<Text, SelectorEntry>,Reporter)",2,7,8
"org.apache.nutch.tools.FreeGenerator.FG.reduce(Text,Iterator<SelectorEntry>,OutputCollector<Text, CrawlDatum>,Reporter)",1,3,3
"org.apache.nutch.tools.FreeGenerator.main(String[])",1,1,1
"org.apache.nutch.tools.FreeGenerator.run(String[])",6,7,7
"org.apache.nutch.tools.ResolveUrls.ResolveUrls(String)",1,1,1
"org.apache.nutch.tools.ResolveUrls.ResolveUrls(String,int)",1,1,1
"org.apache.nutch.tools.ResolveUrls.ResolverThread.ResolverThread(String)",1,1,1
"org.apache.nutch.tools.ResolveUrls.ResolverThread.run()",1,2,2
"org.apache.nutch.tools.ResolveUrls.main(String[])",2,5,5
"org.apache.nutch.tools.ResolveUrls.resolveUrls()",1,3,3
"org.apache.nutch.tools.WARCUtils.docToMetadata(NutchDocument)",1,4,4
"org.apache.nutch.tools.WARCUtils.getAgentString(String,String,String,String,String)",1,16,17
"org.apache.nutch.tools.WARCUtils.getHostname(Configuration)",1,2,2
"org.apache.nutch.tools.WARCUtils.getIPAddress(Configuration)",1,1,1
"org.apache.nutch.tools.WARCUtils.getWARCInfoContent(Configuration)",1,1,2
"org.apache.nutch.tools.WARCUtils.toByteArray(HttpHeaders)",1,1,1
"org.apache.nutch.tools.arc.ArcInputFormat.getRecordReader(InputSplit,JobConf,Reporter)",1,1,1
"org.apache.nutch.tools.arc.ArcRecordReader.ArcRecordReader(Configuration,FileSplit)",1,1,1
"org.apache.nutch.tools.arc.ArcRecordReader.close()",1,1,1
"org.apache.nutch.tools.arc.ArcRecordReader.createKey()",1,1,1
"org.apache.nutch.tools.arc.ArcRecordReader.createValue()",1,1,1
"org.apache.nutch.tools.arc.ArcRecordReader.getPos()",1,1,1
"org.apache.nutch.tools.arc.ArcRecordReader.getProgress()",2,2,2
"org.apache.nutch.tools.arc.ArcRecordReader.isMagic(byte[])",4,1,5
"org.apache.nutch.tools.arc.ArcRecordReader.next(Text,BytesWritable)",9,9,15
"org.apache.nutch.tools.arc.ArcSegmentCreator.ArcSegmentCreator()",1,1,1
"org.apache.nutch.tools.arc.ArcSegmentCreator.ArcSegmentCreator(Configuration)",1,1,1
"org.apache.nutch.tools.arc.ArcSegmentCreator.close()",1,1,1
"org.apache.nutch.tools.arc.ArcSegmentCreator.configure(JobConf)",1,1,1
"org.apache.nutch.tools.arc.ArcSegmentCreator.createSegments(Path,Path)",1,2,2
"org.apache.nutch.tools.arc.ArcSegmentCreator.generateSegmentName()",1,1,2
"org.apache.nutch.tools.arc.ArcSegmentCreator.logError(Text,Throwable)",1,2,2
"org.apache.nutch.tools.arc.ArcSegmentCreator.main(String[])",1,1,1
"org.apache.nutch.tools.arc.ArcSegmentCreator.map(Text,BytesWritable,OutputCollector<Text, NutchWritable>,Reporter)",2,6,6
"org.apache.nutch.tools.arc.ArcSegmentCreator.output(OutputCollector<Text, NutchWritable>,String,Text,CrawlDatum,Content,ProtocolStatus,int)",4,18,18
"org.apache.nutch.tools.arc.ArcSegmentCreator.run(String[])",2,3,3
"org.apache.nutch.tools.warc.WARCExporter.WARCExporter()",1,1,1
"org.apache.nutch.tools.warc.WARCExporter.WARCExporter(Configuration)",1,1,1
"org.apache.nutch.tools.warc.WARCExporter.WARCReducer.close()",1,1,1
"org.apache.nutch.tools.warc.WARCExporter.WARCReducer.configure(JobConf)",1,1,1
"org.apache.nutch.tools.warc.WARCExporter.WARCReducer.map(Text,Writable,OutputCollector<Text, NutchWritable>,Reporter)",1,1,1
"org.apache.nutch.tools.warc.WARCExporter.WARCReducer.reduce(Text,Iterator<NutchWritable>,OutputCollector<NullWritable, WARCWritable>,Reporter)",6,13,17
"org.apache.nutch.tools.warc.WARCExporter.generateWARC(String,List<Path>)",1,3,3
"org.apache.nutch.tools.warc.WARCExporter.main(String[])",1,1,1
"org.apache.nutch.tools.warc.WARCExporter.run(String[])",2,5,5
"org.apache.nutch.util.CommandRunner.PullerThread.PullerThread(String,InputStream,OutputStream)",1,1,1
"org.apache.nutch.util.CommandRunner.PumperThread.PumperThread(String,InputStream,OutputStream,boolean)",1,1,1
"org.apache.nutch.util.CommandRunner.PumperThread.run()",3,4,10
"org.apache.nutch.util.CommandRunner.PusherThread.PusherThread(String,InputStream,OutputStream)",1,1,1
"org.apache.nutch.util.CommandRunner.evaluate()",1,1,1
"org.apache.nutch.util.CommandRunner.exec()",5,9,16
"org.apache.nutch.util.CommandRunner.getCommand()",1,1,1
"org.apache.nutch.util.CommandRunner.getExitValue()",1,1,1
"org.apache.nutch.util.CommandRunner.getThrownError()",1,1,1
"org.apache.nutch.util.CommandRunner.getTimeout()",1,1,1
"org.apache.nutch.util.CommandRunner.getWaitForExit()",1,1,1
"org.apache.nutch.util.CommandRunner.main(String[])",1,5,5
"org.apache.nutch.util.CommandRunner.setCommand(String)",1,1,1
"org.apache.nutch.util.CommandRunner.setInputStream(InputStream)",1,1,1
"org.apache.nutch.util.CommandRunner.setStdErrorStream(OutputStream)",1,1,1
"org.apache.nutch.util.CommandRunner.setStdOutputStream(OutputStream)",1,1,1
"org.apache.nutch.util.CommandRunner.setTimeout(int)",1,1,1
"org.apache.nutch.util.CommandRunner.setWaitForExit(boolean)",1,1,1
"org.apache.nutch.util.CrawlCompletionStats.CrawlCompletionStatsCombiner.reduce(Text,Iterable<LongWritable>,Context)",1,2,2
"org.apache.nutch.util.CrawlCompletionStats.CrawlCompletionStatsMapper.map(Text,CrawlDatum,Context)",2,4,5
"org.apache.nutch.util.CrawlCompletionStats.CrawlCompletionStatsMapper.setup(Context)",1,1,1
"org.apache.nutch.util.CrawlCompletionStats.CrawlCompletionStatsReducer.reduce(Text,Iterable<LongWritable>,Context)",1,2,2
"org.apache.nutch.util.CrawlCompletionStats.main(String[])",1,1,1
"org.apache.nutch.util.CrawlCompletionStats.run(String[])",2,5,7
"org.apache.nutch.util.DeflateUtils.deflate(byte[])",1,3,3
"org.apache.nutch.util.DeflateUtils.inflate(byte[])",3,2,3
"org.apache.nutch.util.DeflateUtils.inflateBestEffort(byte[])",1,1,1
"org.apache.nutch.util.DeflateUtils.inflateBestEffort(byte[],int)",4,4,6
"org.apache.nutch.util.DomUtil.getDom(InputStream)",1,4,5
"org.apache.nutch.util.DomUtil.saveDom(OutputStream,Element)",1,5,5
"org.apache.nutch.util.DumpFileUtil.createFileName(String,String,String)",1,3,3
"org.apache.nutch.util.DumpFileUtil.createFileNameFromUrl(String,String,String,String,String,boolean)",1,4,4
"org.apache.nutch.util.DumpFileUtil.createTwoLevelsDirectory(String,String)",1,1,1
"org.apache.nutch.util.DumpFileUtil.createTwoLevelsDirectory(String,String,boolean)",1,3,3
"org.apache.nutch.util.DumpFileUtil.displayFileTypes(Map<String, Integer>,Map<String, Integer>)",1,4,4
"org.apache.nutch.util.DumpFileUtil.getUrlMD5(String)",1,2,2
"org.apache.nutch.util.EncodingDetector.EncodingClue.EncodingClue(String,String)",1,1,1
"org.apache.nutch.util.EncodingDetector.EncodingClue.EncodingClue(String,String,int)",1,1,1
"org.apache.nutch.util.EncodingDetector.EncodingClue.getSource()",1,1,1
"org.apache.nutch.util.EncodingDetector.EncodingClue.getValue()",1,1,1
"org.apache.nutch.util.EncodingDetector.EncodingClue.isEmpty()",1,2,2
"org.apache.nutch.util.EncodingDetector.EncodingClue.meetsThreshold()",1,1,3
"org.apache.nutch.util.EncodingDetector.EncodingClue.toString()",1,1,2
"org.apache.nutch.util.EncodingDetector.EncodingDetector(Configuration)",1,1,1
"org.apache.nutch.util.EncodingDetector.addClue(String,String)",1,1,1
"org.apache.nutch.util.EncodingDetector.addClue(String,String,int)",2,3,4
"org.apache.nutch.util.EncodingDetector.autoDetectClues(Content,boolean)",1,8,8
"org.apache.nutch.util.EncodingDetector.clearClues()",1,1,1
"org.apache.nutch.util.EncodingDetector.findDisagreements(String,List<EncodingClue>)",1,10,11
"org.apache.nutch.util.EncodingDetector.guessEncoding(Content,String)",3,7,10
"org.apache.nutch.util.EncodingDetector.main(String[])",1,5,5
"org.apache.nutch.util.EncodingDetector.parseCharacterEncoding(String)",3,5,7
"org.apache.nutch.util.EncodingDetector.resolveEncodingAlias(String)",2,4,5
"org.apache.nutch.util.FSUtils.closeReaders(Reader[])",1,4,4
"org.apache.nutch.util.FSUtils.replace(FileSystem,Path,Path,boolean)",1,4,4
"org.apache.nutch.util.GZIPUtils.unzip(byte[])",3,2,3
"org.apache.nutch.util.GZIPUtils.unzipBestEffort(byte[])",1,1,1
"org.apache.nutch.util.GZIPUtils.unzipBestEffort(byte[],int)",4,3,7
"org.apache.nutch.util.GZIPUtils.zip(byte[])",1,4,4
"org.apache.nutch.util.GenericWritableConfigurable.getConf()",1,1,1
"org.apache.nutch.util.GenericWritableConfigurable.readFields(DataInput)",1,3,3
"org.apache.nutch.util.GenericWritableConfigurable.setConf(Configuration)",1,1,1
"org.apache.nutch.util.HadoopFSUtil.getPassAllFilter()",1,1,1
"org.apache.nutch.util.HadoopFSUtil.getPassDirectoriesFilter(FileSystem)",1,1,2
"org.apache.nutch.util.HadoopFSUtil.getPaths(FileStatus[])",3,2,4
"org.apache.nutch.util.LockUtil.createLockFile(FileSystem,Path,boolean)",4,2,4
"org.apache.nutch.util.LockUtil.removeLockFile(FileSystem,Path)",3,1,3
"org.apache.nutch.util.MimeUtil.MimeUtil(Configuration)",2,7,7
"org.apache.nutch.util.MimeUtil.autoResolveContentType(String,String,byte[])",2,12,18
"org.apache.nutch.util.MimeUtil.cleanMimeType(String)",3,1,3
"org.apache.nutch.util.MimeUtil.forName(String)",1,2,2
"org.apache.nutch.util.MimeUtil.getMimeType(File)",1,2,2
"org.apache.nutch.util.MimeUtil.getMimeType(String)",1,1,1
"org.apache.nutch.util.NodeWalker.NodeWalker(Node)",1,1,1
"org.apache.nutch.util.NodeWalker.getCurrentNode()",1,1,1
"org.apache.nutch.util.NodeWalker.hasNext()",1,1,1
"org.apache.nutch.util.NodeWalker.nextNode()",2,3,4
"org.apache.nutch.util.NodeWalker.skipChildren()",1,4,4
"org.apache.nutch.util.NutchConfiguration.NutchConfiguration()",1,1,1
"org.apache.nutch.util.NutchConfiguration.addNutchResources(Configuration)",1,1,1
"org.apache.nutch.util.NutchConfiguration.create()",1,1,1
"org.apache.nutch.util.NutchConfiguration.create(boolean,Properties)",1,3,3
"org.apache.nutch.util.NutchConfiguration.getUUID(Configuration)",1,1,1
"org.apache.nutch.util.NutchConfiguration.setUUID(Configuration)",1,1,1
"org.apache.nutch.util.NutchJob.NutchJob(Configuration)",1,1,1
"org.apache.nutch.util.NutchTool.NutchTool()",1,1,1
"org.apache.nutch.util.NutchTool.NutchTool(Configuration)",1,1,1
"org.apache.nutch.util.NutchTool.getProgress()",1,4,5
"org.apache.nutch.util.NutchTool.getStatus()",1,1,1
"org.apache.nutch.util.NutchTool.killJob()",2,4,4
"org.apache.nutch.util.NutchTool.stopJob()",1,1,1
"org.apache.nutch.util.ObjectCache.ObjectCache()",1,1,1
"org.apache.nutch.util.ObjectCache.get(Configuration)",1,2,2
"org.apache.nutch.util.ObjectCache.getObject(String)",1,1,1
"org.apache.nutch.util.ObjectCache.setObject(String,Object)",1,1,1
"org.apache.nutch.util.PrefixStringMatcher.PrefixStringMatcher(Collection<String>)",1,2,2
"org.apache.nutch.util.PrefixStringMatcher.PrefixStringMatcher(String[])",1,2,2
"org.apache.nutch.util.PrefixStringMatcher.longestMatch(String)",3,3,4
"org.apache.nutch.util.PrefixStringMatcher.main(String[])",1,2,2
"org.apache.nutch.util.PrefixStringMatcher.matches(String)",4,2,4
"org.apache.nutch.util.PrefixStringMatcher.shortestMatch(String)",4,3,4
"org.apache.nutch.util.StringUtil.charToNibble(char)",4,1,7
"org.apache.nutch.util.StringUtil.cleanField(String)",1,1,1
"org.apache.nutch.util.StringUtil.fromHexString(String)",3,2,5
"org.apache.nutch.util.StringUtil.isEmpty(String)",1,2,2
"org.apache.nutch.util.StringUtil.leftPad(String,int)",1,2,2
"org.apache.nutch.util.StringUtil.main(String[])",1,2,2
"org.apache.nutch.util.StringUtil.rightPad(String,int)",1,2,2
"org.apache.nutch.util.StringUtil.toHexString(byte[])",1,1,1
"org.apache.nutch.util.StringUtil.toHexString(byte[],String,int)",2,4,8
"org.apache.nutch.util.SuffixStringMatcher.SuffixStringMatcher(Collection<String>)",1,2,2
"org.apache.nutch.util.SuffixStringMatcher.SuffixStringMatcher(String[])",1,2,2
"org.apache.nutch.util.SuffixStringMatcher.longestMatch(String)",3,3,4
"org.apache.nutch.util.SuffixStringMatcher.main(String[])",1,2,2
"org.apache.nutch.util.SuffixStringMatcher.matches(String)",4,2,4
"org.apache.nutch.util.SuffixStringMatcher.shortestMatch(String)",4,3,4
"org.apache.nutch.util.TimingUtil.elapsedTime(long,long)",2,3,6
"org.apache.nutch.util.TrieStringMatcher.TrieNode.TrieNode(char,boolean)",1,1,1
"org.apache.nutch.util.TrieStringMatcher.TrieNode.compareTo(TrieNode)",3,1,3
"org.apache.nutch.util.TrieStringMatcher.TrieNode.getChild(char)",5,2,7
"org.apache.nutch.util.TrieStringMatcher.TrieNode.getChildAddIfNotPresent(char,boolean)",3,6,7
"org.apache.nutch.util.TrieStringMatcher.TrieNode.isTerminal()",1,1,1
"org.apache.nutch.util.TrieStringMatcher.TrieStringMatcher()",1,1,1
"org.apache.nutch.util.TrieStringMatcher.addPatternBackward(String)",1,3,3
"org.apache.nutch.util.TrieStringMatcher.addPatternForward(String)",1,3,3
"org.apache.nutch.util.TrieStringMatcher.matchChar(TrieNode,String,int)",1,1,1
"org.apache.nutch.util.URLUtil.chooseRepr(String,String,boolean)",8,10,18
"org.apache.nutch.util.URLUtil.fixPureQueryTargets(URL,String)",2,2,4
"org.apache.nutch.util.URLUtil.getDomainName(String)",1,1,1
"org.apache.nutch.util.URLUtil.getDomainName(URL)",4,3,5
"org.apache.nutch.util.URLUtil.getDomainSuffix(String)",1,1,1
"org.apache.nutch.util.URLUtil.getDomainSuffix(URL)",4,2,4
"org.apache.nutch.util.URLUtil.getHost(String)",1,1,2
"org.apache.nutch.util.URLUtil.getHostSegments(String)",1,1,1
"org.apache.nutch.util.URLUtil.getHostSegments(URL)",2,1,2
"org.apache.nutch.util.URLUtil.getPage(String)",1,2,3
"org.apache.nutch.util.URLUtil.getProtocol(String)",1,1,2
"org.apache.nutch.util.URLUtil.getProtocol(URL)",1,1,1
"org.apache.nutch.util.URLUtil.getTopLevelDomainName(String)",1,1,1
"org.apache.nutch.util.URLUtil.getTopLevelDomainName(URL)",2,2,2
"org.apache.nutch.util.URLUtil.isSameDomainName(String,String)",1,1,1
"org.apache.nutch.util.URLUtil.isSameDomainName(URL,URL)",1,1,1
"org.apache.nutch.util.URLUtil.main(String[])",2,3,3
"org.apache.nutch.util.URLUtil.resolveURL(URL,String)",2,2,2
"org.apache.nutch.util.URLUtil.toASCII(String)",2,2,4
"org.apache.nutch.util.URLUtil.toUNICODE(String)",2,5,7
"org.apache.nutch.util.domain.DomainStatistics.DomainStatisticsCombiner.reduce(Text,Iterable<LongWritable>,Context)",1,2,2
"org.apache.nutch.util.domain.DomainStatistics.DomainStatisticsMapper.map(Text,CrawlDatum,Context)",2,5,9
"org.apache.nutch.util.domain.DomainStatistics.DomainStatisticsMapper.setup(Context)",1,1,1
"org.apache.nutch.util.domain.DomainStatistics.DomainStatisticsReducer.reduce(Text,Iterable<LongWritable>,Context)",1,2,2
"org.apache.nutch.util.domain.DomainStatistics.main(String[])",1,1,1
"org.apache.nutch.util.domain.DomainStatistics.run(String[])",2,7,9
"org.apache.nutch.util.domain.DomainSuffix.DomainSuffix(String)",1,1,1
"org.apache.nutch.util.domain.DomainSuffix.DomainSuffix(String,Status,float)",1,1,1
"org.apache.nutch.util.domain.DomainSuffix.getBoost()",1,1,1
"org.apache.nutch.util.domain.DomainSuffix.getDomain()",1,1,1
"org.apache.nutch.util.domain.DomainSuffix.getStatus()",1,1,1
"org.apache.nutch.util.domain.DomainSuffix.toString()",1,1,1
"org.apache.nutch.util.domain.DomainSuffixes.DomainSuffixes()",1,2,2
"org.apache.nutch.util.domain.DomainSuffixes.addDomainSuffix(DomainSuffix)",1,1,1
"org.apache.nutch.util.domain.DomainSuffixes.get(String)",1,1,1
"org.apache.nutch.util.domain.DomainSuffixes.getInstance()",1,1,2
"org.apache.nutch.util.domain.DomainSuffixes.isDomainSuffix(String)",1,1,1
"org.apache.nutch.util.domain.DomainSuffixesReader.read(DomainSuffixes,InputStream)",2,5,5
"org.apache.nutch.util.domain.DomainSuffixesReader.readBoost(Element)",2,2,3
"org.apache.nutch.util.domain.DomainSuffixesReader.readCCTLD(Element)",1,1,1
"org.apache.nutch.util.domain.DomainSuffixesReader.readCCTLDs(DomainSuffixes,Element)",1,2,2
"org.apache.nutch.util.domain.DomainSuffixesReader.readCountryName(Element)",2,2,3
"org.apache.nutch.util.domain.DomainSuffixesReader.readGTLD(Element,Type)",1,1,1
"org.apache.nutch.util.domain.DomainSuffixesReader.readGTLDs(DomainSuffixes,Element)",1,2,2
"org.apache.nutch.util.domain.DomainSuffixesReader.readITLDs(DomainSuffixes,Element)",1,2,2
"org.apache.nutch.util.domain.DomainSuffixesReader.readStatus(Element)",2,2,3
"org.apache.nutch.util.domain.DomainSuffixesReader.readSuffix(Element)",1,1,1
"org.apache.nutch.util.domain.DomainSuffixesReader.readSuffixes(DomainSuffixes,Element)",1,2,2
"org.apache.nutch.util.domain.TopLevelDomain.TopLevelDomain(String,Status,float,String)",1,1,1
"org.apache.nutch.util.domain.TopLevelDomain.TopLevelDomain(String,Type,Status,float)",1,1,1
"org.apache.nutch.util.domain.TopLevelDomain.getCountryName()",1,1,1
"org.apache.nutch.util.domain.TopLevelDomain.getType()",1,1,1
"org.apache.nutch.webui.NutchUiApplication.configureTheme(BootstrapSettings)",1,1,1
"org.apache.nutch.webui.NutchUiApplication.getHomePage()",1,1,1
"org.apache.nutch.webui.NutchUiApplication.init()",1,1,1
"org.apache.nutch.webui.NutchUiApplication.setApplicationContext(ApplicationContext)",1,1,1
"org.apache.nutch.webui.NutchUiServer.createWebAppOptions()",1,1,1
"org.apache.nutch.webui.NutchUiServer.getContext()",1,1,1
"org.apache.nutch.webui.NutchUiServer.main(String[])",2,4,4
"org.apache.nutch.webui.NutchUiServer.startServer()",1,1,1
"org.apache.nutch.webui.client.NutchClientFactory.NutchClientCacheLoader.load(NutchInstance)",1,1,1
"org.apache.nutch.webui.client.NutchClientFactory.NutchClientFactory()",1,1,1
"org.apache.nutch.webui.client.NutchClientFactory.getClient(NutchInstance)",1,1,2
"org.apache.nutch.webui.client.impl.CrawlingCycle.CrawlingCycle(CrawlingCycleListener,RemoteCommandExecutor,Crawl,List<RemoteCommand>)",1,1,1
"org.apache.nutch.webui.client.impl.CrawlingCycle.calculateProgress()",2,1,2
"org.apache.nutch.webui.client.impl.CrawlingCycle.executeCrawlCycle()",3,3,3
"org.apache.nutch.webui.client.impl.NutchClientImpl.NutchClientImpl(NutchInstance)",1,1,1
"org.apache.nutch.webui.client.impl.NutchClientImpl.createClient()",1,1,1
"org.apache.nutch.webui.client.impl.NutchClientImpl.createSeed(SeedList)",1,1,1
"org.apache.nutch.webui.client.impl.NutchClientImpl.executeJob(JobConfig)",1,1,1
"org.apache.nutch.webui.client.impl.NutchClientImpl.getConnectionStatus()",1,1,1
"org.apache.nutch.webui.client.impl.NutchClientImpl.getJobInfo(String)",1,1,1
"org.apache.nutch.webui.client.impl.NutchClientImpl.getNutchConfig(String)",1,1,1
"org.apache.nutch.webui.client.impl.NutchClientImpl.getNutchInstance()",1,1,1
"org.apache.nutch.webui.client.impl.NutchClientImpl.getNutchStatus()",1,1,1
"org.apache.nutch.webui.client.impl.RemoteCommand.RemoteCommand()",1,1,1
"org.apache.nutch.webui.client.impl.RemoteCommand.RemoteCommand(JobConfig)",1,1,1
"org.apache.nutch.webui.client.impl.RemoteCommand.getJobConfig()",1,1,1
"org.apache.nutch.webui.client.impl.RemoteCommand.getJobInfo()",1,1,1
"org.apache.nutch.webui.client.impl.RemoteCommand.getTimeout()",1,1,1
"org.apache.nutch.webui.client.impl.RemoteCommand.setJobConfig(JobConfig)",1,1,1
"org.apache.nutch.webui.client.impl.RemoteCommand.setJobInfo(JobInfo)",1,1,1
"org.apache.nutch.webui.client.impl.RemoteCommand.setTimeout(Duration)",1,1,1
"org.apache.nutch.webui.client.impl.RemoteCommand.toString()",1,2,2
"org.apache.nutch.webui.client.impl.RemoteCommandBuilder.RemoteCommandBuilder()",1,1,1
"org.apache.nutch.webui.client.impl.RemoteCommandBuilder.build()",1,1,1
"org.apache.nutch.webui.client.impl.RemoteCommandBuilder.instance(JobType)",1,1,1
"org.apache.nutch.webui.client.impl.RemoteCommandBuilder.withArgument(String,String)",1,1,1
"org.apache.nutch.webui.client.impl.RemoteCommandBuilder.withConfigId(String)",1,1,1
"org.apache.nutch.webui.client.impl.RemoteCommandBuilder.withCrawlId(String)",1,1,1
"org.apache.nutch.webui.client.impl.RemoteCommandBuilder.withJobType(JobType)",1,1,1
"org.apache.nutch.webui.client.impl.RemoteCommandBuilder.withTimeout(Duration)",1,1,1
"org.apache.nutch.webui.client.impl.RemoteCommandExecutor.JobStateChecker.JobStateChecker(String)",1,1,1
"org.apache.nutch.webui.client.impl.RemoteCommandExecutor.JobStateChecker.call()",3,3,5
"org.apache.nutch.webui.client.impl.RemoteCommandExecutor.RemoteCommandExecutor(NutchClient)",1,1,1
"org.apache.nutch.webui.client.impl.RemoteCommandExecutor.executeRemoteJob(RemoteCommand)",1,2,2
"org.apache.nutch.webui.client.impl.RemoteCommandExecutor.getTimeout(RemoteCommand)",2,1,2
"org.apache.nutch.webui.client.impl.RemoteCommandExecutor.setRequestDelay(Duration)",1,1,1
"org.apache.nutch.webui.client.impl.RemoteCommandsBatchFactory.createBatchCommands()",1,1,1
"org.apache.nutch.webui.client.impl.RemoteCommandsBatchFactory.createBuilder(JobType)",1,1,1
