Class,CBO,CSA,CSO,CSOA,Dcy,DIT,Inner,LCOM,LOC,NCLOC,NOC,NOIC,NOOC,OCavg,Query,RFC,WMC
"com.mongodb.connection.AsynchronousSocketChannelStream.AsyncWritableByteChannelAdapter",4,0,14,14,4,1,1,1,6,6,0,11,0,"1,00",0,3,1
"com.mongodb.connection.AsynchronousSocketChannelStream.AsyncWritableByteChannelAdapter.WriteCompletionHandler",3,1,19,20,2,2,1,2,15,15,0,12,0,"1,00",0,7,3
"com.mongodb.connection.AsynchronousSocketChannelStream.BaseCompletionHandler",4,1,16,17,1,1,1,1,13,9,3,11,0,"1,00",1,4,2
"com.mongodb.connection.AsynchronousSocketChannelStream.BasicCompletionHandler",7,2,19,21,7,2,1,1,33,33,0,12,0,"2,00",0,17,6
"com.mongodb.connection.AsynchronousSocketChannelStream.OpenCompletionHandler",4,1,19,20,4,2,1,2,19,19,0,12,0,"1,33",0,9,4
"com.mongodb.connection.AsynchronousSocketChannelStreamFactory",12,3,16,19,9,1,1,1,41,21,0,11,0,"1,33",1,8,4
"com.mongodb.connection.AsynchronousSocketChannelStreamFactoryFactory",6,1,17,18,6,1,1,2,34,17,0,11,0,"1,00",2,5,4
"com.mongodb.connection.AsynchronousSocketChannelStreamFactoryFactory.Builder",1,1,14,15,1,1,0,2,25,10,0,11,0,"1,00",2,3,2
"com.mongodb.connection.Authenticator",14,1,16,17,4,1,0,3,12,12,4,11,0,"1,00",1,4,2
"com.mongodb.connection.BaseCluster",38,13,49,62,31,1,3,1,295,286,2,11,0,"2,26",19,95,61
"com.mongodb.connection.BaseCluster.ServerSelectionRequest",5,6,16,22,3,1,0,2,29,28,0,11,0,"1,00",2,6,4
"com.mongodb.connection.BaseCluster.WaitQueueHandler",4,0,14,14,4,1,1,1,32,29,0,11,0,"6,00",0,15,6
"com.mongodb.connection.BaseQueryMessage",7,13,50,63,5,3,0,1,189,85,1,25,0,"1,40",13,19,21
"com.mongodb.connection.BsonWriterHelper",20,3,22,25,17,1,0,1,82,82,0,11,0,"1,90",6,43,19
"com.mongodb.connection.BufferProvider",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.connection.BulkWriteBatchCombiner",11,10,29,39,10,1,0,1,169,110,0,11,0,"1,74",7,51,33
"com.mongodb.connection.ByteBufBsonDocument",26,3,178,181,19,4,4,3,102,101,0,136,3,"1,50",8,53,15
"com.mongodb.connection.ByteBufPayloadBsonDocument",12,7,177,184,11,4,4,2,92,91,0,138,1,"2,00",7,41,18
"com.mongodb.connection.ByteBufferBsonOutput",20,9,71,80,6,3,4,1,147,138,0,30,1,"2,00",7,42,28
"com.mongodb.connection.ByteBufferBsonOutput.BufferPositionPair",1,2,13,15,0,1,0,0,8,8,0,11,0,"1,00",0,1,1
"com.mongodb.connection.ChangeEvent",7,2,18,20,1,1,0,2,59,44,0,8,3,"2,00",5,10,12
"com.mongodb.connection.ChangeListener",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.connection.ClientMetadataHelper",13,14,24,38,12,1,0,2,171,164,0,11,0,"3,00",11,59,36
"com.mongodb.connection.Cluster",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6,n/a
"com.mongodb.connection.ClusterClock",12,2,15,17,2,1,0,1,19,19,0,11,0,"2,00",2,5,6
"com.mongodb.connection.ClusterClockAdvancingSessionContext",6,2,29,31,4,1,1,1,41,41,0,11,0,"1,00",6,19,9
"com.mongodb.connection.ClusterConnectionMode",24,4,25,29,0,n/a,2,0,15,4,n/a,20,0,n/a,0,0,0
"com.mongodb.connection.ClusterDescription",46,5,36,41,12,1,0,6,335,203,0,8,3,"1,58",22,52,52
"com.mongodb.connection.ClusterDescription.Predicate",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.connection.ClusterFactory",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.connection.ClusterId",24,2,20,22,2,1,0,2,77,51,0,8,3,"1,75",5,14,14
"com.mongodb.connection.ClusterSettings",29,9,28,37,7,1,0,5,227,149,0,8,3,"2,50",15,32,40
"com.mongodb.connection.ClusterSettings.Builder",18,9,25,34,8,1,0,6,173,96,0,11,0,"1,54",11,37,20
"com.mongodb.connection.ClusterType",23,6,25,31,0,n/a,2,0,23,6,n/a,20,0,n/a,0,0,0
"com.mongodb.connection.ClusterableServer",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a
"com.mongodb.connection.ClusterableServerFactory",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"com.mongodb.connection.CommandHelper",25,0,20,20,19,1,0,2,64,62,0,11,0,"1,56",6,29,14
"com.mongodb.connection.CommandMessage",33,12,47,59,23,2,0,1,133,128,0,24,0,"1,69",13,60,27
"com.mongodb.connection.CommandProtocol",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
"com.mongodb.connection.CommandProtocolImpl",17,10,22,32,16,1,1,1,79,79,0,11,0,"1,38",4,28,11
"com.mongodb.connection.CommandResultBaseCallback",8,5,21,26,7,2,1,1,27,27,1,14,0,"2,00",0,11,4
"com.mongodb.connection.CommandResultCallback",13,7,23,30,13,3,1,1,30,30,0,15,0,"2,50",0,15,5
"com.mongodb.connection.CompositeByteBuf",6,4,85,89,4,1,1,9,255,255,0,11,0,"1,39",34,72,57
"com.mongodb.connection.CompositeByteBuf.Component",2,4,13,17,1,1,0,0,12,12,0,11,0,"1,00",0,3,1
"com.mongodb.connection.CompressedHeader",7,6,18,24,4,1,0,4,59,37,0,11,0,"1,33",5,13,8
"com.mongodb.connection.CompressedMessage",10,8,36,44,9,2,0,1,33,33,0,24,0,"1,00",4,16,5
"com.mongodb.connection.Compressor",11,1,18,19,6,1,0,3,61,57,2,11,0,"2,25",4,23,9
"com.mongodb.connection.Compressor.BufferExposingByteArrayOutputStream",1,2,37,39,0,3,3,1,9,8,0,25,0,"1,00",1,3,2
"com.mongodb.connection.Compressor.ByteBufInputStream",2,1,27,28,1,2,2,2,19,19,0,18,1,"1,67",2,7,5
"com.mongodb.connection.Connection",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13,n/a
"com.mongodb.connection.ConnectionDescription",85,9,28,37,7,1,0,4,192,110,0,9,2,"1,56",13,33,25
"com.mongodb.connection.ConnectionFactory",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"com.mongodb.connection.ConnectionId",20,5,21,26,2,1,0,1,92,65,0,8,3,"1,89",7,19,17
"com.mongodb.connection.ConnectionPool",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5,n/a
"com.mongodb.connection.ConnectionPoolSettings",19,9,27,36,3,1,0,7,210,129,0,8,3,"1,73",14,23,26
"com.mongodb.connection.ConnectionPoolSettings.Builder",12,9,25,34,4,1,0,3,171,84,0,11,0,"1,46",11,24,19
"com.mongodb.connection.DefaultAuthenticator",10,1,20,21,9,2,0,1,22,22,0,12,0,"1,25",1,15,5
"com.mongodb.connection.DefaultClusterFactory",25,0,20,20,22,1,1,1,158,78,0,11,0,"1,43",7,23,10
"com.mongodb.connection.DefaultClusterableServerFactory",24,11,17,28,22,1,1,1,48,48,0,11,0,"1,00",2,10,3
"com.mongodb.connection.DefaultConnectionFactory",8,0,16,16,7,1,1,2,12,12,0,11,0,"1,00",2,3,2
"com.mongodb.connection.DefaultConnectionPool",34,11,44,55,31,1,3,1,285,273,0,11,0,"2,03",17,87,59
"com.mongodb.connection.DefaultConnectionPool.PooledConnection",17,2,39,41,17,1,2,1,118,117,0,11,0,"1,35",6,41,23
"com.mongodb.connection.DefaultConnectionPool.UsageTrackingInternalConnectionItemFactory",10,1,20,21,10,1,1,2,46,46,0,11,0,"2,60",3,24,13
"com.mongodb.connection.DefaultServer",34,12,29,41,31,1,2,1,102,102,0,11,0,"1,36",4,33,15
"com.mongodb.connection.DefaultServer.DefaultServerProtocolExecutor",10,0,20,20,10,1,1,1,53,53,0,11,0,"1,33",2,13,8
"com.mongodb.connection.DefaultServer.DefaultServerStateListener",6,0,14,14,6,1,1,1,8,8,0,11,0,"1,00",0,4,1
"com.mongodb.connection.DefaultServerConnection",36,5,76,81,35,2,3,2,213,213,0,12,2,"1,06",15,62,34
"com.mongodb.connection.DefaultServerMonitor",19,13,20,33,18,1,1,3,108,107,0,11,0,"6,40",1,44,32
"com.mongodb.connection.DefaultServerMonitor.ServerMonitorRunnable",24,1,19,20,24,1,1,1,123,122,0,11,0,"2,67",3,52,16
"com.mongodb.connection.DefaultServerMonitorFactory",12,5,15,20,11,1,1,1,20,20,0,11,0,"1,00",1,4,2
"com.mongodb.connection.DeleteMessage",9,6,37,43,8,3,0,1,25,20,0,25,0,"1,50",1,11,3
"com.mongodb.connection.DeleteProtocol",18,5,38,43,17,2,1,2,59,54,0,16,2,"1,57",4,28,11
"com.mongodb.connection.DescriptionHelper",24,0,29,29,21,1,0,1,131,131,0,11,0,"2,06",16,88,35
"com.mongodb.connection.ElementExtendingBsonWriter",5,3,111,114,4,2,1,1,14,14,0,59,1,"1,50",0,7,3
"com.mongodb.connection.ExponentiallyWeightedMovingAverage",3,2,16,18,1,1,0,1,23,23,0,11,0,"1,50",2,5,6
"com.mongodb.connection.FutureAsyncCompletionHandler",5,3,20,23,4,1,1,1,41,41,0,11,0,"1,50",2,11,9
"com.mongodb.connection.GSSAPIAuthenticator",8,5,36,41,7,3,0,2,52,52,0,15,0,"1,80",4,26,9
"com.mongodb.connection.GetMoreMessage",9,7,39,46,7,3,0,1,33,23,0,25,0,"1,00",2,13,4
"com.mongodb.connection.GetMoreProtocol",31,7,22,29,30,1,1,1,132,126,0,11,0,"2,57",3,59,18
"com.mongodb.connection.GetMoreProtocol.GetMoreResultCallback",16,9,20,29,16,2,1,1,61,61,0,14,0,"4,50",0,29,9
"com.mongodb.connection.InsertMessage",10,6,38,44,8,3,0,1,23,18,0,25,0,"1,00",1,11,3
"com.mongodb.connection.InsertProtocol",17,5,38,43,16,2,1,3,60,55,0,16,2,"1,43",4,24,10
"com.mongodb.connection.InternalConnection",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12,n/a
"com.mongodb.connection.InternalConnectionFactory",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.connection.InternalConnectionInitializer",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"com.mongodb.connection.InternalStreamConnection",49,13,55,68,47,1,2,2,452,451,0,11,0,"2,00",17,128,80
"com.mongodb.connection.InternalStreamConnection.CommandEventSender",17,3,18,21,17,1,0,1,64,62,0,11,0,"2,67",1,36,16
"com.mongodb.connection.InternalStreamConnection.MessageHeaderCallback",7,1,15,16,7,1,1,1,23,23,0,11,0,"2,00",0,9,4
"com.mongodb.connection.InternalStreamConnection.MessageHeaderCallback.MessageCallback",10,1,15,16,10,1,1,1,36,36,0,11,0,"2,00",0,15,4
"com.mongodb.connection.InternalStreamConnectionFactory",24,5,16,21,21,1,1,2,46,46,0,11,0,"3,67",2,18,11
"com.mongodb.connection.InternalStreamConnectionInitializer",19,3,25,28,17,1,1,1,138,138,0,11,0,"1,69",6,33,27
"com.mongodb.connection.InternalStreamConnectionInitializer.CompoundAuthenticator",6,4,18,22,6,1,1,1,36,36,0,11,0,"1,60",1,14,8
"com.mongodb.connection.KillCursorProtocol",20,5,22,27,19,1,1,1,120,115,0,11,0,"2,75",4,43,22
"com.mongodb.connection.KillCursorsMessage",8,6,38,44,7,3,0,1,24,19,0,25,0,"1,33",1,12,4
"com.mongodb.connection.LegacyMessage",12,5,35,40,6,2,0,1,12,12,6,24,0,"1,00",2,6,3
"com.mongodb.connection.LegacyProtocol",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
"com.mongodb.connection.LevelCountingBsonWriter",11,2,109,111,9,1,1,1,204,204,2,11,0,"1,00",2,98,50
"com.mongodb.connection.MessageHeader",11,5,17,22,2,1,0,4,54,29,0,11,0,"1,20",4,8,6
"com.mongodb.connection.MessageSettings",22,7,18,25,2,1,0,5,56,31,0,11,0,"1,00",5,6,6
"com.mongodb.connection.MessageSettings.Builder",8,4,17,21,2,1,0,5,52,26,0,11,0,"1,00",5,6,5
"com.mongodb.connection.MultiServerCluster",25,18,71,89,21,2,3,1,296,291,0,22,1,"3,45",11,91,76
"com.mongodb.connection.MultiServerCluster.DefaultServerStateListener",3,0,19,19,3,2,2,1,6,6,0,13,1,"1,00",0,2,1
"com.mongodb.connection.MultiServerCluster.ServerTuple",3,2,13,15,2,1,0,0,8,8,0,11,0,"1,00",0,1,1
"com.mongodb.connection.NativeAuthenticator",14,1,20,21,11,2,0,2,54,54,0,12,0,"1,50",1,16,9
"com.mongodb.connection.OpCode",15,12,27,39,0,n/a,2,1,18,18,n/a,20,0,"1,00",1,2,2
"com.mongodb.connection.PlainAuthenticator",10,2,34,36,7,3,0,1,37,37,0,15,0,"1,75",2,12,7
"com.mongodb.connection.ProtocolExecutor",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a
"com.mongodb.connection.ProtocolHelper",54,2,37,39,42,1,0,5,206,206,0,11,0,"1,80",19,96,45
"com.mongodb.connection.QueryMessage",9,15,52,67,7,4,0,1,25,20,0,38,0,"1,50",1,7,3
"com.mongodb.connection.QueryProtocol",35,20,40,60,34,1,1,1,400,300,0,11,0,"2,24",20,99,56
"com.mongodb.connection.QueryProtocol.QueryResultCallback",13,8,20,28,13,2,1,1,52,52,0,14,0,"3,50",0,25,7
"com.mongodb.connection.QueryResult",32,4,18,22,5,1,0,3,69,28,0,11,0,"1,17",4,10,7
"com.mongodb.connection.ReplyHeader",18,11,24,35,5,1,0,7,145,75,0,11,0,"1,33",9,25,16
"com.mongodb.connection.ReplyMessage",18,2,16,18,9,1,0,2,52,36,0,11,0,"1,75",2,20,7
"com.mongodb.connection.RequestMessage",45,8,32,40,21,1,0,4,172,94,3,11,0,"1,05",9,41,20
"com.mongodb.connection.RequestMessage.EncodingMetadata",14,1,14,15,0,1,0,1,9,9,0,11,0,"1,00",1,2,2
"com.mongodb.connection.ResponseBuffers",27,4,19,23,2,1,2,2,40,29,0,11,0,"1,60",2,9,8
"com.mongodb.connection.ResponseCallback",8,3,18,21,4,1,1,3,28,28,3,11,0,"1,50",2,6,6
"com.mongodb.connection.SaslAuthenticator",22,1,31,32,16,2,0,1,116,115,3,12,0,"1,62",8,31,26
"com.mongodb.connection.SaslAuthenticator.Continuator",6,4,17,21,6,1,1,1,47,47,0,11,0,"1,40",0,10,7
"com.mongodb.connection.ScramSha1Authenticator",11,2,35,37,8,3,0,2,18,18,0,15,0,"1,00",2,8,4
"com.mongodb.connection.ScramSha1Authenticator.DefaultRandomStringGenerator",2,0,14,14,1,1,1,1,18,18,0,11,0,"3,00",1,4,3
"com.mongodb.connection.ScramSha1Authenticator.RandomStringGenerator",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.connection.ScramSha1Authenticator.ScramSha1SaslClient",7,8,41,49,6,1,1,7,181,175,0,11,0,"1,33",19,53,28
"com.mongodb.connection.SendMessageCallback",9,9,16,25,7,1,1,1,41,41,0,11,0,"1,67",0,9,5
"com.mongodb.connection.Server",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
"com.mongodb.connection.ServerConnectionState",18,4,25,29,0,n/a,2,0,15,4,n/a,20,0,n/a,0,0,0
"com.mongodb.connection.ServerDescription",79,25,53,78,9,1,0,18,541,339,0,8,3,"2,44",40,75,100
"com.mongodb.connection.ServerDescription.Builder",25,22,35,57,9,1,0,23,273,117,0,11,0,"1,17",23,32,27
"com.mongodb.connection.ServerId",41,2,18,20,3,1,0,2,65,45,0,8,3,"1,67",5,12,10
"com.mongodb.connection.ServerMonitor",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
"com.mongodb.connection.ServerMonitorFactory",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.connection.ServerSettings",26,4,22,26,3,1,0,5,113,71,0,8,3,"1,60",9,17,16
"com.mongodb.connection.ServerSettings.Builder",16,4,20,24,5,1,0,4,87,43,0,11,0,"1,12",6,15,9
"com.mongodb.connection.ServerType",25,10,26,36,1,n/a,2,1,85,51,n/a,20,0,"1,00",1,1,8
"com.mongodb.connection.ServerVersion",17,1,21,22,1,1,1,1,76,52,0,8,3,"1,62",5,19,13
"com.mongodb.connection.SessionContext",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8,n/a
"com.mongodb.connection.SingleServerCluster",21,14,55,69,16,2,3,2,54,49,0,22,1,"1,83",2,36,11
"com.mongodb.connection.SingleServerCluster.DefaultServerStateListener",7,0,19,19,7,2,2,1,18,18,0,13,1,"5,00",0,10,5
"com.mongodb.connection.SnappyCompressor",6,0,24,24,5,2,0,4,44,42,0,13,2,"1,33",4,13,8
"com.mongodb.connection.SocketChannelStream",12,6,34,40,11,1,2,4,97,91,0,11,0,"1,42",5,32,17
"com.mongodb.connection.SocketSettings",22,5,22,27,1,1,0,5,117,79,0,8,3,"1,80",9,12,18
"com.mongodb.connection.SocketSettings.Builder",10,5,19,24,2,1,0,5,90,40,0,11,0,"1,29",7,11,9
"com.mongodb.connection.SocketStream",12,9,34,43,11,1,2,4,95,89,0,11,0,"1,33",5,28,16
"com.mongodb.connection.SocketStreamFactory",16,4,17,21,11,1,1,1,53,35,0,11,0,"2,00",2,16,8
"com.mongodb.connection.SocketStreamHelper",7,0,14,14,5,1,0,1,30,30,0,11,0,"3,50",0,21,7
"com.mongodb.connection.SplittablePayload",12,3,21,24,3,1,0,1,86,41,0,11,0,"1,22",7,14,11
"com.mongodb.connection.SplittablePayload.Type",3,6,25,31,0,n/a,2,0,21,6,n/a,20,0,n/a,0,0,0
"com.mongodb.connection.SplittablePayloadBsonWriter",7,7,112,119,6,2,1,1,29,29,0,58,2,"1,67",0,11,5
"com.mongodb.connection.SslSettings",18,3,20,23,2,1,0,4,89,60,0,8,3,"2,12",7,14,17
"com.mongodb.connection.SslSettings.Builder",7,3,17,20,2,1,0,3,66,30,0,11,0,"1,40",5,8,7
"com.mongodb.connection.Stream",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9,n/a
"com.mongodb.connection.StreamFactory",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.connection.StreamFactoryFactory",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.connection.Time",1,2,16,18,0,1,0,1,16,15,0,11,0,"1,25",1,5,5
"com.mongodb.connection.UpdateMessage",12,6,37,43,11,3,0,1,37,32,0,25,0,"3,00",1,16,6
"com.mongodb.connection.UpdateProtocol",18,5,38,43,17,2,1,2,65,60,0,16,2,"1,71",4,29,12
"com.mongodb.connection.UsageTrackingInternalConnection",16,5,42,47,12,1,2,2,132,114,0,11,0,"1,05",9,33,22
"com.mongodb.connection.WriteCommandResultHelper",14,0,21,21,14,1,0,1,67,67,0,11,0,"1,89",8,28,17
"com.mongodb.connection.WriteProtocol",24,3,32,35,21,1,1,2,137,113,3,11,0,"1,57",9,46,22
"com.mongodb.connection.WriteProtocol.UnacknowledgedWriteResultCallback",6,5,15,20,6,1,1,1,28,28,0,11,0,"1,50",0,7,3
"com.mongodb.connection.X509Authenticator",16,1,22,23,13,2,0,1,57,57,0,12,0,"1,57",2,23,11
"com.mongodb.connection.ZlibCompressor",3,1,23,24,2,2,0,4,22,22,0,13,2,"1,00",4,9,5
"com.mongodb.connection.netty.NettyBufferProvider",3,1,16,17,3,1,1,1,13,13,0,11,0,"1,00",1,5,3
"com.mongodb.connection.netty.NettyByteBuf",3,2,79,81,1,1,1,2,181,181,0,11,0,"1,17",32,66,41
"com.mongodb.connection.netty.NettyStream",15,12,44,56,14,1,2,1,270,267,0,11,0,"1,96",11,76,55
"com.mongodb.connection.netty.NettyStream.FutureAsyncCompletionHandler",5,3,18,21,4,1,1,1,34,34,0,11,0,"1,75",1,9,7
"com.mongodb.connection.netty.NettyStream.InboundBufferHandler",2,3,48,51,2,4,2,2,15,15,0,24,1,"1,50",0,5,3
"com.mongodb.connection.netty.NettyStream.PendingReader",3,2,13,15,2,1,0,0,8,8,0,11,0,"1,00",0,1,1
"com.mongodb.connection.netty.NettyStreamFactory",10,5,18,23,7,1,1,1,69,30,0,11,0,"1,00",1,8,5
"com.mongodb.connection.netty.NettyStreamFactoryFactory",6,3,19,22,6,1,1,2,59,37,0,10,1,"1,17",3,11,7
"com.mongodb.connection.netty.NettyStreamFactoryFactory.Builder",2,3,17,20,2,1,0,4,54,24,0,11,0,"1,00",4,7,5
"com.mongodb.connection.netty.ReadTimeoutHandler",3,3,42,45,2,3,2,1,25,21,0,24,0,"1,67",0,12,5
"com.mongodb.connection.netty.ReadTimeoutHandler.ReadTimeoutTask",1,1,15,16,0,1,1,1,17,17,0,11,0,"1,50",0,6,3
"com.mongodb.diagnostics.logging.JULLogger",2,1,48,49,1,1,1,1,79,79,0,11,0,"1,00",7,25,20
"com.mongodb.diagnostics.logging.Logger",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16,n/a
"com.mongodb.diagnostics.logging.Loggers",41,2,15,17,4,1,0,2,43,27,0,11,0,"1,67",2,10,5
"com.mongodb.diagnostics.logging.SLF4JLogger",2,1,45,46,1,1,1,1,70,70,0,11,0,"1,00",6,34,17
"com.mongodb.event.ClusterClosedEvent",8,1,15,16,2,1,0,1,30,15,0,10,1,"1,00",2,4,3
"com.mongodb.event.ClusterDescriptionChangedEvent",12,3,17,20,3,1,0,3,55,28,0,10,1,"1,00",4,6,5
"com.mongodb.event.ClusterEventMulticaster",7,2,20,22,7,1,2,1,66,50,0,11,0,"2,20",1,17,11
"com.mongodb.event.ClusterListener",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
"com.mongodb.event.ClusterListenerAdapter",4,0,18,18,4,1,2,3,17,11,1,11,0,"1,00",0,3,3
"com.mongodb.event.ClusterOpeningEvent",9,1,15,16,2,1,0,1,30,15,0,10,1,"1,00",2,4,3
"com.mongodb.event.CommandEvent",6,3,16,19,1,1,0,3,46,20,3,11,0,"1,00",3,4,4
"com.mongodb.event.CommandEventMulticaster",8,2,20,22,7,1,1,1,68,50,0,11,0,"2,20",1,17,11
"com.mongodb.event.CommandFailedEvent",10,5,19,24,3,2,0,2,41,17,0,14,0,"1,00",2,6,3
"com.mongodb.event.CommandListener",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
"com.mongodb.event.CommandListenerMulticaster",5,1,20,21,5,1,1,1,40,23,0,11,0,"1,00",1,10,5
"com.mongodb.event.CommandStartedEvent",10,5,19,24,3,2,0,2,41,16,0,14,0,"1,00",2,4,3
"com.mongodb.event.CommandSucceededEvent",11,5,19,24,4,2,0,2,42,17,0,14,0,"1,00",2,6,3
"com.mongodb.event.ConnectionAddedEvent",9,1,15,16,2,1,0,1,30,15,0,10,1,"1,00",2,4,3
"com.mongodb.event.ConnectionCheckedInEvent",9,1,15,16,2,1,0,1,30,15,0,10,1,"1,00",2,4,3
"com.mongodb.event.ConnectionCheckedOutEvent",9,1,15,16,2,1,0,1,30,15,0,10,1,"1,00",2,4,3
"com.mongodb.event.ConnectionClosedEvent",3,1,15,16,2,1,0,1,30,15,0,10,1,"1,00",2,4,3
"com.mongodb.event.ConnectionListener",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a
"com.mongodb.event.ConnectionMessageReceivedEvent",3,3,17,20,2,1,0,3,56,29,0,10,1,"1,00",4,6,5
"com.mongodb.event.ConnectionMessagesSentEvent",3,3,17,20,2,1,0,3,57,30,0,10,1,"1,00",4,6,5
"com.mongodb.event.ConnectionOpenedEvent",3,1,15,16,2,1,0,1,30,15,0,10,1,"1,00",2,4,3
"com.mongodb.event.ConnectionPoolClosedEvent",8,1,15,16,2,1,0,1,30,15,0,10,1,"1,00",2,4,3
"com.mongodb.event.ConnectionPoolEventMulticaster",9,1,30,31,9,1,2,1,75,60,0,11,0,"1,80",0,22,18
"com.mongodb.event.ConnectionPoolListener",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8,n/a
"com.mongodb.event.ConnectionPoolListenerAdapter",11,0,28,28,9,1,2,8,32,26,3,11,0,"1,00",0,8,8
"com.mongodb.event.ConnectionPoolOpenedEvent",10,2,16,18,3,1,0,2,42,21,0,10,1,"1,00",3,5,4
"com.mongodb.event.ConnectionPoolWaitQueueEnteredEvent",9,1,15,16,1,1,0,1,30,15,0,10,1,"1,00",2,3,3
"com.mongodb.event.ConnectionPoolWaitQueueExitedEvent",9,1,15,16,1,1,0,1,30,15,0,10,1,"1,00",2,3,3
"com.mongodb.event.ConnectionRemovedEvent",9,1,15,16,2,1,0,1,30,15,0,10,1,"1,00",2,4,3
"com.mongodb.event.ServerClosedEvent",9,1,15,16,2,1,0,1,30,15,0,10,1,"1,00",2,4,3
"com.mongodb.event.ServerDescriptionChangedEvent",14,3,17,20,3,1,0,3,55,28,0,10,1,"1,00",4,6,5
"com.mongodb.event.ServerEventMulticaster",7,2,20,22,7,1,2,1,65,49,0,11,0,"2,20",1,17,11
"com.mongodb.event.ServerHeartbeatFailedEvent",7,3,17,20,2,1,0,3,57,28,0,10,1,"1,00",4,9,5
"com.mongodb.event.ServerHeartbeatStartedEvent",7,1,15,16,2,1,0,1,30,15,0,10,1,"1,00",2,5,3
"com.mongodb.event.ServerHeartbeatSucceededEvent",8,3,17,20,3,1,0,3,57,28,0,10,1,"1,00",4,8,5
"com.mongodb.event.ServerListener",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
"com.mongodb.event.ServerListenerAdapter",6,0,18,18,4,1,2,3,17,11,8,11,0,"1,00",0,3,3
"com.mongodb.event.ServerMonitorEventMulticaster",7,2,20,22,7,1,2,1,65,49,0,11,0,"2,20",1,17,11
