Class,CBO,Command,CSA,CSO,CSOA,Cyclic,DIT,Dpt,Inner,Inner,LCOM,LOC,MPC,NAAC,NAIC,NCLOC,NOAC,NOC,NOIC,NOOC,NTP,OCavg,OCmax,OPavg,OSavg,OSmax,Query,RFC,STAT,SUB,WMC
"org.apache.tools.ant.taskdefs.XSLTLogger",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.XSLTLoggerAware",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.XSLTProcess",40,42,44,173,217,5,4,4,6,3,5,1.039,0,34,10,555,53,0,85,2,0,"2,19",2,"0,82","5,18",3,13,161,295,0,125
"org.apache.tools.ant.taskdefs.XSLTProcess.Factory",4,2,2,16,18,0,1,3,1,0,2,39,4,2,0,16,4,0,11,0,0,"1,00",1,"0,50","1,00",1,2,7,4,0,4
"org.apache.tools.ant.taskdefs.XSLTProcess.Factory.Attribute",4,1,2,18,20,0,1,2,0,3,2,64,4,2,0,32,4,0,11,0,0,"2,00",5,"0,75","3,50",11,3,7,14,0,8
"org.apache.tools.ant.taskdefs.XSLTProcess.OutputProperty",2,2,2,16,18,0,1,2,0,0,2,39,0,2,0,16,4,0,11,0,0,"1,00",1,"0,50","1,00",1,2,4,4,0,4
"org.apache.tools.ant.taskdefs.XSLTProcess.Param",5,8,6,24,30,0,1,2,0,0,4,129,5,6,0,52,12,0,11,0,0,"1,17",2,"0,67","1,42",3,4,16,17,0,14
"org.apache.tools.ant.taskdefs.XSLTProcess.ParamType",1,0,13,25,38,0,n/a,1,0,2,0,47,n/a,11,2,22,0,n/a,20,0,0,n/a,n/a,"0,00",n/a,n/a,0,3,7,n/a,0
"org.apache.tools.ant.taskdefs.XSLTProcess.StyleMapper",2,2,0,18,18,5,1,1,0,1,3,22,2,0,0,13,3,0,11,0,0,"1,33",2,"1,00","1,33",4,1,5,4,0,4
"org.apache.tools.ant.taskdefs.XSLTProcess.TraceConfiguration",5,5,5,23,28,0,1,4,0,0,6,84,0,5,0,36,11,0,11,0,0,"1,00",1,"0,45","1,00",1,6,12,11,0,11
"org.apache.tools.ant.taskdefs.XmlProperty",13,17,28,86,114,0,3,1,0,1,1,676,152,19,9,333,32,0,44,2,0,"2,49",22,"0,77","5,11",55,17,100,179,0,87
"org.apache.tools.ant.taskdefs.Zip",47,46,48,191,239,0,4,5,5,2,1,1.821,6,38,10,1.120,74,1,86,1,0,"2,90",2,"1,44","7,80",2,29,244,632,3,235
"org.apache.tools.ant.taskdefs.Zip.ArchiveState",4,0,2,16,18,0,1,2,0,0,2,46,0,2,0,27,3,0,11,0,0,"2,00",5,"0,50","3,25",9,3,4,13,0,8
"org.apache.tools.ant.taskdefs.Zip.Duplicate",2,0,2,21,23,0,2,1,0,0,1,14,0,0,2,6,1,0,17,0,0,"1,00",1,"0,00","1,00",1,1,1,1,0,1
"org.apache.tools.ant.taskdefs.Zip.UnicodeExtraField",4,0,7,24,31,0,2,1,0,0,2,35,6,5,2,29,2,0,17,0,0,"1,00",1,"0,25","1,50",1,2,9,6,0,4
"org.apache.tools.ant.taskdefs.Zip.WhenEmpty",4,0,2,21,23,0,2,3,0,0,1,14,0,0,2,6,1,0,17,0,0,"1,00",1,"0,00","1,00",1,1,1,1,0,1
"org.apache.tools.ant.taskdefs.Zip.Zip64ModeAttribute",4,0,8,24,32,0,2,2,0,0,2,53,6,6,2,27,2,0,17,0,0,"1,00",1,"0,25","1,50",1,2,9,6,0,4
"org.apache.tools.ant.taskdefs.compilers.AptCompilerAdapter",10,2,24,51,75,2,2,1,0,2,1,143,45,3,21,65,4,0,38,0,0,"2,50",7,"0,75","9,75",25,2,32,39,0,10
"org.apache.tools.ant.taskdefs.compilers.AptExternalCompilerAdapter",7,0,21,49,70,2,2,1,0,2,1,37,11,0,21,18,2,0,38,0,0,"1,00",1,"0,00","5,00",9,2,13,10,0,2
"org.apache.tools.ant.taskdefs.compilers.CompilerAdapter",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.compilers.CompilerAdapterExtension",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory",17,0,1,17,18,10,1,2,0,0,1,168,31,1,0,91,4,0,11,0,0,"3,20",10,"1,40","6,20",20,4,15,31,0,16
"org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter",30,5,24,47,71,10,1,12,0,2,2,625,n/a,24,0,407,32,11,11,0,0,"2,56",27,"0,66","6,84",70,27,110,219,11,82
"org.apache.tools.ant.taskdefs.compilers.Gcj",10,0,22,50,72,10,2,1,0,2,1,113,49,1,21,82,3,0,38,0,0,"5,67",13,"0,00","17,33",36,3,31,52,0,17
"org.apache.tools.ant.taskdefs.compilers.Javac12",8,0,22,48,70,0,2,0,0,2,1,57,11,1,21,41,1,0,38,0,0,"2,00",2,"0,00","15,00",15,1,15,15,0,2
"org.apache.tools.ant.taskdefs.compilers.Javac13",7,0,22,48,70,10,2,2,0,2,1,40,9,1,21,24,1,0,38,0,0,"2,00",2,"0,00","11,00",11,1,11,11,0,2
"org.apache.tools.ant.taskdefs.compilers.JavacExternal",11,0,21,49,70,10,2,2,0,2,1,56,21,0,21,37,2,0,38,0,0,"2,50",4,"1,00","9,00",11,2,22,18,0,5
"org.apache.tools.ant.taskdefs.compilers.Jikes",9,1,21,49,70,10,2,1,0,2,1,173,94,0,21,116,2,0,38,0,0,"13,00",19,"0,50","39,50",62,1,30,79,0,26
"org.apache.tools.ant.taskdefs.compilers.Jvc",9,0,21,48,69,10,2,1,0,2,1,75,40,0,21,53,1,0,38,0,0,"11,00",11,"0,00","37,00",37,1,24,37,0,11
"org.apache.tools.ant.taskdefs.compilers.Kjc",9,0,21,49,70,10,2,1,0,2,1,74,36,0,21,53,2,0,38,0,0,"5,50",10,"0,00","18,50",31,2,20,37,0,11
"org.apache.tools.ant.taskdefs.compilers.Sj",8,0,21,49,70,10,2,1,0,2,2,31,8,0,21,14,1,0,37,1,0,"1,50",2,"0,00","3,50",6,2,10,7,0,3
"org.apache.tools.ant.taskdefs.condition.And",4,0,5,48,53,294,3,2,0,2,1,24,4,0,5,12,1,0,42,0,0,"3,00",3,"0,00","6,00",6,1,5,6,0,3
"org.apache.tools.ant.taskdefs.condition.AntVersion",7,5,12,62,74,0,3,0,0,2,1,135,21,3,9,91,9,0,45,1,0,"2,20",5,"0,30","4,60",16,5,26,46,0,22
"org.apache.tools.ant.taskdefs.condition.Condition",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.condition.ConditionBase",28,19,5,46,51,294,2,12,0,1,2,226,n/a,2,3,76,22,8,20,0,0,"1,00",1,"0,83","1,00",1,3,28,24,9,24
"org.apache.tools.ant.taskdefs.condition.Contains",4,3,3,17,20,294,1,2,0,1,1,48,4,3,0,22,4,0,11,0,0,"1,50",3,"0,75","1,50",3,1,7,6,0,6
"org.apache.tools.ant.taskdefs.condition.Equals",4,9,7,23,30,294,1,2,0,1,1,115,13,7,0,69,10,0,11,0,0,"2,10",10,"0,90","3,10",16,1,16,31,0,21
"org.apache.tools.ant.taskdefs.condition.FilesMatch",5,3,4,17,21,294,1,2,0,1,1,63,3,4,0,29,4,0,11,0,0,"1,25",2,"0,75","2,50",7,1,9,10,0,5
"org.apache.tools.ant.taskdefs.condition.HasFreeSpace",5,3,2,19,21,0,1,0,0,1,1,67,5,2,0,39,6,0,11,0,0,"1,50",3,"0,33","2,83",9,3,14,17,0,9
"org.apache.tools.ant.taskdefs.condition.HasMethod",8,6,9,34,43,0,2,0,0,2,1,150,27,6,3,107,11,0,20,0,0,"2,09",5,"0,82","4,91",16,5,34,54,0,23
"org.apache.tools.ant.taskdefs.condition.Http",5,3,8,27,35,294,2,1,0,2,1,80,6,5,3,48,4,0,20,0,0,"2,00",4,"0,75","5,50",19,1,12,22,0,8
"org.apache.tools.ant.taskdefs.condition.IsFailure",2,1,1,16,17,0,1,0,0,1,1,28,1,1,0,12,3,0,11,0,0,"1,00",1,"0,33","1,00",1,2,4,3,0,3
"org.apache.tools.ant.taskdefs.condition.IsFalse",4,1,4,25,29,294,2,1,0,2,1,28,1,1,3,12,2,0,20,0,0,"2,00",2,"0,50","2,00",3,1,4,4,0,4
"org.apache.tools.ant.taskdefs.condition.IsFileSelected",8,3,9,102,111,294,4,1,0,3,1,49,10,3,6,30,3,0,69,1,0,"1,75",3,"0,50","3,25",8,1,13,13,0,7
"org.apache.tools.ant.taskdefs.condition.IsLastModified",9,6,8,31,39,0,2,0,1,2,1,143,3,5,3,96,8,0,20,0,0,"2,30",6,"0,62","4,70",15,2,23,47,0,23
"org.apache.tools.ant.taskdefs.condition.IsLastModified.CompareMode",2,0,8,23,31,0,2,1,0,0,1,31,3,6,2,21,1,0,17,0,0,"1,00",1,"0,33","1,33",2,1,5,4,0,3
"org.apache.tools.ant.taskdefs.condition.IsReachable",5,3,18,28,46,0,2,1,0,2,1,166,21,15,3,88,5,0,20,0,0,"2,20",7,"0,80","8,40",38,2,20,42,0,11
"org.apache.tools.ant.taskdefs.condition.IsReference",6,2,5,26,31,294,2,1,0,2,1,57,13,2,3,34,3,0,20,0,0,"2,67",6,"0,67","5,33",14,1,13,16,0,8
"org.apache.tools.ant.taskdefs.condition.IsSet",5,1,4,25,29,294,2,1,0,2,1,26,2,1,3,12,2,0,20,0,0,"1,50",2,"0,50","2,00",3,1,5,4,0,3
"org.apache.tools.ant.taskdefs.condition.IsSigned",10,2,10,49,59,0,3,2,0,2,1,112,28,5,5,82,5,0,40,0,0,"3,00",5,"1,00","8,60",17,3,27,43,0,15
"org.apache.tools.ant.taskdefs.condition.IsTrue",4,1,4,25,29,294,2,1,0,2,1,28,1,1,3,12,2,0,20,0,0,"2,00",2,"0,50","2,00",3,1,4,4,0,4
"org.apache.tools.ant.taskdefs.condition.Matches",7,6,8,30,38,0,2,0,0,2,1,86,5,5,3,46,7,0,20,0,0,"1,57",3,"0,86","2,57",7,1,14,18,0,11
"org.apache.tools.ant.taskdefs.condition.Not",3,0,5,48,53,294,3,1,0,2,1,26,5,0,5,12,1,0,42,0,0,"3,00",3,"0,00","5,00",5,1,6,5,0,3
"org.apache.tools.ant.taskdefs.condition.Or",4,0,5,48,53,294,3,2,0,2,1,24,4,0,5,12,1,0,42,0,0,"3,00",3,"0,00","6,00",6,1,5,6,0,3
"org.apache.tools.ant.taskdefs.condition.Os",38,4,21,25,46,294,1,36,0,1,1,279,53,21,0,127,10,0,11,0,0,"2,50",19,"1,08","4,67",46,6,18,56,0,30
"org.apache.tools.ant.taskdefs.condition.ParserSupports",6,3,13,30,43,0,2,1,0,2,1,114,13,10,3,75,7,0,20,0,0,"1,71",5,"0,43","4,71",11,4,14,33,0,12
"org.apache.tools.ant.taskdefs.condition.ResourceContains",7,7,5,22,27,0,1,0,0,1,1,122,20,5,0,87,9,0,11,0,0,"2,22",5,"0,56","4,67",18,2,27,42,0,20
"org.apache.tools.ant.taskdefs.condition.ResourceExists",4,2,4,26,30,0,2,0,0,2,1,29,2,1,3,18,3,0,20,0,0,"1,67",2,"0,33","2,33",3,1,5,7,0,5
"org.apache.tools.ant.taskdefs.condition.ResourcesMatch",7,2,2,16,18,0,1,0,0,1,1,60,9,2,0,38,3,0,11,0,0,"3,00",5,"0,67","6,33",14,1,13,19,0,9
"org.apache.tools.ant.taskdefs.condition.Socket",5,2,5,26,31,294,2,1,0,2,1,57,2,2,3,35,3,0,20,0,0,"2,00",4,"0,67","5,00",13,1,7,15,0,6
"org.apache.tools.ant.taskdefs.condition.TypeFound",7,2,5,27,32,0,2,0,0,2,1,56,9,2,3,31,4,0,20,0,0,"1,75",3,"0,75","3,75",10,2,12,15,0,7
"org.apache.tools.ant.taskdefs.condition.Xor",3,0,5,48,53,0,3,0,0,2,1,24,4,0,5,11,1,0,42,0,0,"2,00",2,"0,00","6,00",6,1,5,6,0,2
"org.apache.tools.ant.taskdefs.cvslib.CVSEntry",6,3,4,21,25,0,1,5,0,0,4,81,6,4,0,36,7,0,10,1,0,"1,00",1,"1,00","1,22",3,5,13,11,0,9
"org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser",8,8,18,24,42,0,1,4,0,0,1,256,65,18,0,179,10,0,11,0,0,"2,92",7,"0,83","9,25",19,2,48,111,0,35
"org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask",16,16,41,113,154,0,4,0,0,1,1,380,82,10,31,212,16,0,86,1,0,"2,47",13,"0,94","7,41",63,1,85,126,0,42
"org.apache.tools.ant.taskdefs.cvslib.ChangeLogWriter",8,2,3,14,17,0,1,2,0,0,1,74,35,3,0,54,2,0,11,0,0,"2,50",3,"2,50","16,50",15,0,30,33,0,5
"org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff",11,12,50,113,163,0,4,0,0,1,1,480,114,19,31,289,15,0,85,2,0,"2,94",7,"1,24","10,06",32,5,83,171,0,50
"org.apache.tools.ant.taskdefs.cvslib.CvsTagEntry",1,0,3,19,22,0,1,1,0,0,3,80,13,3,0,43,3,0,10,1,0,"1,43",4,"0,86","2,57",10,4,10,18,0,10
"org.apache.tools.ant.taskdefs.cvslib.CvsUser",2,3,2,17,19,0,1,1,0,0,1,59,0,2,0,27,5,0,11,0,0,"1,40",3,"0,40","2,00",6,2,6,10,0,7
"org.apache.tools.ant.taskdefs.cvslib.CvsVersion",5,3,37,102,139,0,4,1,0,1,1,142,31,6,31,102,5,0,86,1,0,"4,17",15,"0,33","11,17",44,3,27,67,0,25
"org.apache.tools.ant.taskdefs.cvslib.RCSFile",2,0,3,17,20,0,1,2,0,0,3,42,2,3,0,26,3,0,11,0,0,"1,20",2,"1,00","1,60",4,3,6,8,0,6
"org.apache.tools.ant.taskdefs.cvslib.RedirectingOutputStream",3,1,3,30,33,0,3,1,0,3,1,22,1,1,2,9,1,0,21,0,0,"1,00",1,"1,00","1,00",1,0,3,2,0,2
"org.apache.tools.ant.taskdefs.cvslib.RedirectingStreamHandler",5,1,7,38,45,0,2,1,0,1,2,30,8,0,7,25,1,0,23,1,0,"1,00",1,"0,33","3,33",5,1,12,10,0,3
"org.apache.tools.ant.taskdefs.email.EmailAddress",6,2,2,20,22,0,1,6,0,0,3,156,24,2,0,101,5,0,10,1,0,"3,25",15,"0,62","7,50",41,4,11,60,0,26
"org.apache.tools.ant.taskdefs.email.EmailTask",19,31,36,86,122,1,3,3,1,1,1,531,103,27,9,301,34,2,45,1,0,"1,86",20,"0,89","4,14",86,4,94,145,2,65
"org.apache.tools.ant.taskdefs.email.EmailTask.Encoding",2,0,2,21,23,1,2,1,0,0,1,13,0,0,2,5,1,0,17,0,0,"1,00",1,"0,00","1,00",1,1,1,1,0,1
"org.apache.tools.ant.taskdefs.email.Header",5,2,2,16,18,0,1,5,0,0,2,36,0,2,0,16,4,0,11,0,0,"1,00",1,"0,50","1,00",1,2,4,4,0,4
"org.apache.tools.ant.taskdefs.email.Mailer",10,20,19,36,55,0,1,4,0,0,21,226,n/a,19,0,92,23,2,11,0,0,"1,00",1,"0,79","1,00",1,4,25,23,3,23
"org.apache.tools.ant.taskdefs.email.Message",8,6,9,35,44,0,2,6,0,1,2,149,16,6,3,80,10,0,20,0,0,"1,31",4,"0,69","2,54",15,4,31,33,0,17
"org.apache.tools.ant.taskdefs.email.MimeMailer",10,2,22,40,62,0,2,0,2,0,1,199,0,3,19,171,4,0,34,0,0,"7,00",2,"1,25","28,50",4,2,51,114,0,28
"org.apache.tools.ant.taskdefs.email.MimeMailer.SimpleAuthenticator",1,0,2,2,4,0,1,1,0,0,1,11,0,2,0,11,1,0,0,0,0,"1,00",1,"1,00","1,50",2,1,2,3,0,2
"org.apache.tools.ant.taskdefs.email.MimeMailer.StringDataSource",1,2,4,23,27,0,1,1,0,1,2,46,9,4,0,41,7,0,11,0,0,"1,86",4,"0,29","2,29",7,5,19,16,0,13
"org.apache.tools.ant.taskdefs.email.PlainMailer",11,3,19,39,58,0,2,2,0,0,1,133,63,0,19,116,3,1,34,0,0,"6,33",11,"1,33","25,67",49,0,41,77,1,19
"org.apache.tools.ant.taskdefs.email.UUMailer",3,1,19,40,59,0,3,0,0,0,1,23,6,0,19,18,0,0,35,1,0,"2,00",2,"2,00","8,00",8,0,10,8,0,2
"org.apache.tools.ant.taskdefs.launcher.CommandLauncher",15,2,3,20,23,294,1,10,0,0,2,164,29,3,0,107,8,2,11,0,0,"3,00",3,"2,00","6,25",9,6,28,50,8,24
"org.apache.tools.ant.taskdefs.launcher.CommandLauncherProxy",7,0,1,16,17,294,2,5,0,0,1,29,1,1,0,11,0,5,12,1,0,"1,00",1,"2,00","1,00",1,1,3,2,5,2
"org.apache.tools.ant.taskdefs.launcher.Java13CommandLauncher",5,0,0,15,15,294,2,2,0,0,1,39,4,0,0,18,0,1,12,1,0,"2,00",2,"4,00","6,00",6,1,6,6,1,2
"org.apache.tools.ant.taskdefs.launcher.MacCommandLauncher",3,0,1,18,19,294,3,1,0,0,1,38,9,0,1,18,0,0,13,1,0,"1,50",2,"2,50","3,50",6,1,8,7,0,3
"org.apache.tools.ant.taskdefs.launcher.OS2CommandLauncher",4,0,1,18,19,294,3,1,0,0,1,56,8,0,1,29,0,0,13,1,0,"2,00",3,"2,50","9,00",17,1,9,18,0,4
"org.apache.tools.ant.taskdefs.launcher.PerlScriptCommandLauncher",6,0,2,18,20,294,3,1,0,0,1,61,10,1,1,37,0,0,13,1,0,"3,00",5,"3,00","9,50",17,1,11,19,0,6
"org.apache.tools.ant.taskdefs.launcher.ScriptCommandLauncher",6,0,2,18,20,294,3,1,0,0,1,58,10,1,1,36,0,0,13,1,0,"3,00",5,"3,00","9,00",16,1,11,18,0,6
"org.apache.tools.ant.taskdefs.launcher.VmsCommandLauncher",5,1,0,20,20,294,3,1,0,0,1,112,27,0,0,66,2,0,11,2,0,"1,67",5,"2,20","6,50",26,3,20,39,0,10
"org.apache.tools.ant.taskdefs.launcher.WinNTCommandLauncher",4,0,1,18,19,294,3,1,0,0,1,52,6,0,1,27,0,0,13,1,0,"2,00",3,"2,50","8,00",15,1,7,16,0,4
"org.apache.tools.ant.taskdefs.optional.ANTLR",16,18,23,75,98,0,3,0,0,1,2,355,100,14,9,227,21,0,44,2,0,"2,04",10,"0,62","4,50",21,5,84,108,0,49
"org.apache.tools.ant.taskdefs.optional.Cab",17,9,19,129,148,0,4,0,0,2,1,269,100,9,10,182,12,0,86,1,0,"2,46",10,"0,77","8,69",62,4,76,113,0,32
"org.apache.tools.ant.taskdefs.optional.EchoProperties",12,11,20,64,84,0,3,0,2,1,1,405,29,11,9,245,12,0,45,1,0,"2,62",5,"1,15","8,81",20,2,81,141,0,42
"org.apache.tools.ant.taskdefs.optional.EchoProperties.FormatAttribute",2,0,3,21,24,0,2,1,0,0,1,14,0,1,2,6,1,0,17,0,0,"1,00",1,"0,00","1,00",1,1,1,1,0,1
"org.apache.tools.ant.taskdefs.optional.EchoProperties.Tuple",1,0,2,15,17,0,1,1,0,1,1,23,1,2,0,12,1,0,11,0,0,"1,00",1,"1,50","2,00",2,1,3,4,0,2
"org.apache.tools.ant.taskdefs.optional.Javah",21,17,22,84,106,5,3,4,1,1,6,402,73,13,9,212,31,0,45,1,0,"1,67",9,"0,48","2,94",20,15,85,97,0,55
"org.apache.tools.ant.taskdefs.optional.Javah.ClassArgument",1,1,1,15,16,0,1,1,0,0,1,24,0,1,0,11,2,0,11,0,0,"1,00",1,"0,33","0,67",1,1,3,2,0,3
"org.apache.tools.ant.taskdefs.optional.Native2Ascii",20,10,18,133,151,6,4,5,1,2,3,243,2,8,10,138,15,0,86,1,0,"1,94",1,"0,59","3,88",1,6,50,66,0,33
"org.apache.tools.ant.taskdefs.optional.Native2Ascii.ExtMapper",2,2,0,18,18,6,1,1,0,1,3,15,2,0,0,15,3,0,11,0,0,"1,33",2,"1,00","1,33",4,1,5,4,0,4
"org.apache.tools.ant.taskdefs.optional.NetRexxC",11,45,52,163,215,0,4,0,2,2,1,847,0,42,10,498,45,0,85,2,0,"2,98",3,"0,91","5,87",7,2,107,276,0,140
"org.apache.tools.ant.taskdefs.optional.NetRexxC.TraceAttr",2,0,2,21,23,0,2,1,0,0,1,9,0,0,2,5,1,0,17,0,0,"1,00",1,"0,00","1,00",1,1,1,1,0,1
"org.apache.tools.ant.taskdefs.optional.NetRexxC.VerboseAttr",2,0,2,21,23,0,2,1,0,0,1,11,0,0,2,7,1,0,17,0,0,"1,00",1,"0,00","1,00",1,1,1,1,0,1
"org.apache.tools.ant.taskdefs.optional.PropertyFile",7,8,14,61,75,0,3,1,2,1,1,221,12,5,9,103,9,0,45,1,0,"1,60",1,"0,40","5,10",1,2,41,51,0,16
"org.apache.tools.ant.taskdefs.optional.PropertyFile.Entry",7,12,11,25,36,0,1,2,2,0,1,282,2,11,0,180,13,0,11,0,0,"3,31",8,"0,92","7,23",14,1,37,94,0,43
"org.apache.tools.ant.taskdefs.optional.PropertyFile.Entry.Operation",3,0,6,22,28,0,2,2,0,0,2,34,3,4,2,20,2,0,17,0,0,"2,50",4,"0,50","4,00",7,2,3,8,0,5
"org.apache.tools.ant.taskdefs.optional.PropertyFile.Entry.Type",3,0,5,22,27,0,2,2,0,0,2,30,2,3,2,17,2,0,17,0,0,"2,00",3,"0,50","3,00",5,2,3,6,0,4
"org.apache.tools.ant.taskdefs.optional.PropertyFile.Unit",2,0,12,23,35,0,2,1,0,0,2,45,12,10,2,34,2,0,17,0,0,"1,00",1,"0,00","4,00",8,2,10,12,0,3
"org.apache.tools.ant.taskdefs.optional.RenameExtensions",11,5,15,122,137,0,4,0,0,2,1,92,27,5,10,56,4,0,86,1,0,"1,17",2,"0,67","5,33",25,0,27,32,0,7
"org.apache.tools.ant.taskdefs.optional.ReplaceRegExp",16,12,18,69,87,0,3,0,0,1,1,429,70,9,9,243,16,0,45,1,0,"2,78",17,"1,22","6,94",56,5,72,125,0,50
"org.apache.tools.ant.taskdefs.optional.Rpm",17,12,23,65,88,0,3,2,0,1,1,287,46,14,9,165,13,1,45,1,0,"2,50",14,"0,93","6,07",49,2,52,85,1,35
"org.apache.tools.ant.taskdefs.optional.SchemaValidate",7,12,32,94,126,0,4,1,1,1,3,254,25,10,22,140,12,0,67,4,0,"1,56",1,"0,56","4,50",1,4,53,72,0,25
"org.apache.tools.ant.taskdefs.optional.SchemaValidate.SchemaLocation",4,4,8,26,34,0,1,2,0,0,1,179,25,8,0,106,10,0,8,3,0,"2,36",9,"0,36","3,71",14,9,31,52,0,33
"org.apache.tools.ant.taskdefs.optional.Script",8,9,10,61,71,0,3,0,0,1,1,94,12,1,9,34,8,0,44,2,0,"1,00",1,"0,80","1,10",2,1,23,11,0,10
"org.apache.tools.ant.taskdefs.optional.TraXLiaison",20,19,16,47,63,5,1,2,0,6,2,519,146,16,0,337,24,0,11,0,0,"2,52",9,"1,12","7,60",34,5,125,190,0,63
"org.apache.tools.ant.taskdefs.optional.XMLValidateTask",20,16,25,78,103,1,3,2,3,1,2,484,0,16,9,286,25,1,44,2,0,"1,78",4,"0,56","5,07",21,11,83,137,1,48
"org.apache.tools.ant.taskdefs.optional.XMLValidateTask.Attribute",1,2,2,16,18,0,1,1,0,0,2,45,0,2,0,16,4,0,11,0,0,"1,00",1,"0,50","1,00",1,2,4,4,0,4
"org.apache.tools.ant.taskdefs.optional.XMLValidateTask.Property",1,2,2,16,18,0,1,1,0,0,2,38,0,2,0,16,4,0,11,0,0,"1,00",1,"0,50","1,00",1,2,4,4,0,4
"org.apache.tools.ant.taskdefs.optional.XMLValidateTask.ValidatorErrorHandler",4,5,3,22,25,1,1,1,0,1,1,81,12,3,0,49,7,0,11,0,0,"1,71",5,"1,00","2,86",10,2,14,20,0,12
"org.apache.tools.ant.taskdefs.optional.XSLTTraceSupport",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.optional.Xalan2TraceSupport",3,1,0,14,14,0,1,0,0,1,1,24,8,0,0,19,1,0,11,0,0,"2,00",2,"2,00","11,00",11,0,9,11,0,2
"org.apache.tools.ant.taskdefs.optional.ccm.CCMCheck",15,7,17,68,85,0,4,3,0,1,1,143,44,6,11,84,9,3,51,1,0,"1,91",7,"0,45","4,27",22,3,36,47,3,21
"org.apache.tools.ant.taskdefs.optional.ccm.CCMCheckin",2,0,15,69,84,0,5,0,0,1,0,14,3,0,15,7,0,0,60,0,0,"1,00",1,"0,00","3,00",3,0,5,3,0,1
"org.apache.tools.ant.taskdefs.optional.ccm.CCMCheckinDefault",2,0,16,69,85,0,5,0,0,1,0,15,3,1,15,8,0,0,60,0,0,"1,00",1,"0,00","3,00",3,0,4,3,0,1
"org.apache.tools.ant.taskdefs.optional.ccm.CCMCheckout",2,0,15,69,84,0,5,0,0,1,0,13,2,0,15,6,0,0,60,0,0,"1,00",1,"0,00","2,00",2,0,3,2,0,1
"org.apache.tools.ant.taskdefs.optional.ccm.CCMCreateTask",9,13,23,82,105,0,4,0,0,2,4,250,74,12,11,132,18,0,51,1,0,"1,45",6,"0,50","3,30",18,6,48,66,0,29
"org.apache.tools.ant.taskdefs.optional.ccm.CCMReconfigure",6,5,17,66,83,0,4,0,0,1,1,105,24,6,11,54,7,0,51,1,0,"1,44",4,"0,44","2,67",9,3,21,24,0,13
"org.apache.tools.ant.taskdefs.optional.ccm.Continuus",15,2,17,57,74,0,3,6,0,1,3,98,n/a,8,9,41,6,3,46,0,0,"1,17",2,"0,83","2,67",7,4,20,16,6,7
"org.apache.tools.ant.taskdefs.optional.clearcase.CCCheckin",7,10,26,78,104,0,4,0,0,1,1,286,52,13,13,107,15,0,56,1,0,"1,69",7,"0,56","2,88",14,6,34,46,0,27
"org.apache.tools.ant.taskdefs.optional.clearcase.CCCheckout",7,15,32,87,119,0,4,0,0,1,1,446,90,19,13,170,24,0,56,1,0,"1,68",9,"0,56","3,04",19,10,45,76,0,42
"org.apache.tools.ant.taskdefs.optional.clearcase.CCLock",7,12,24,81,105,0,4,0,0,1,1,317,55,11,13,122,18,0,56,1,0,"1,58",5,"0,58","2,79",14,7,37,53,0,30
"org.apache.tools.ant.taskdefs.optional.clearcase.CCMkattr",8,14,26,83,109,0,4,0,0,1,1,361,67,13,13,145,20,0,56,1,0,"1,86",8,"0,62","3,14",18,7,41,66,0,39
"org.apache.tools.ant.taskdefs.optional.clearcase.CCMkbl",7,11,27,80,107,0,4,0,0,1,2,304,51,14,13,113,17,0,56,1,0,"1,56",6,"0,56","2,61",14,7,35,47,0,28
